UNKNOWN
version=1
nRows=6001
nColumns=4
inDegrees=no
endheader
time	Coordinates(Deg.)	soleus_r	tib_ant_r
   2797.00000000	     55.94000000	      0.05927139	      0.05088622
   2798.00000000	     55.96000000	      0.05969823	      0.05033275
   2799.00000000	     55.98000000	      0.05976088	      0.05025129
   2800.00000000	     56.00000000	      0.05946008	      0.05064188
   2801.00000000	     56.02000000	      0.05879256	      0.05150402
   2802.00000000	     56.04000000	      0.05775338	      0.05283414
   2803.00000000	     56.06000000	      0.05634048	      0.05462116
   2804.00000000	     56.08000000	      0.05456061	      0.05684171
   2805.00000000	     56.10000000	      0.05243475	      0.05945677
   2806.00000000	     56.12000000	      0.05000133	      0.06241086
   2807.00000000	     56.14000000	      0.04729157	      0.06563363
   2808.00000000	     56.16000000	      0.04441451	      0.06904347
   2809.00000000	     56.18000000	      0.04144333	      0.07255217
   2810.00000000	     56.20000000	      0.03846478	      0.07606987
   2811.00000000	     56.22000000	      0.03556886	      0.07950983
   2812.00000000	     56.24000000	      0.03284485	      0.08279240
   2813.00000000	     56.26000000	      0.03037559	      0.08584823
   2814.00000000	     56.28000000	      0.02822927	      0.08862018
   2815.00000000	     56.30000000	      0.02645011	      0.09106416
   2816.00000000	     56.32000000	      0.02505122	      0.09314866
   2817.00000000	     56.34000000	      0.02401391	      0.09485323
   2818.00000000	     56.36000000	      0.02330113	      0.09616626
   2819.00000000	     56.38000000	      0.02285990	      0.09708232
   2820.00000000	     56.40000000	      0.02263235	      0.09759960
   2821.00000000	     56.42000000	      0.02258257	      0.09771788
   2822.00000000	     56.44000000	      0.02270208	      0.09743718
   2823.00000000	     56.46000000	      0.02301085	      0.09675749
   2824.00000000	     56.48000000	      0.02355471	      0.09567947
   2825.00000000	     56.50000000	      0.02439489	      0.09420610
   2826.00000000	     56.52000000	      0.02557532	      0.09234502
   2827.00000000	     56.54000000	      0.02712847	      0.09011113
   2828.00000000	     56.56000000	      0.02906054	      0.08752915
   2829.00000000	     56.58000000	      0.03134522	      0.08463558
   2830.00000000	     56.60000000	      0.03392745	      0.08147983
   2831.00000000	     56.62000000	      0.03673196	      0.07812418
   2832.00000000	     56.64000000	      0.03967244	      0.07464248
   2833.00000000	     56.66000000	      0.04265875	      0.07111770
   2834.00000000	     56.68000000	      0.04560178	      0.06763838
   2835.00000000	     56.70000000	      0.04841708	      0.06429431
   2836.00000000	     56.72000000	      0.05102583	      0.06117160
   2837.00000000	     56.74000000	      0.05333985	      0.05834781
   2838.00000000	     56.76000000	      0.05532847	      0.05588757
   2839.00000000	     56.78000000	      0.05696058	      0.05383973
   2840.00000000	     56.80000000	      0.05822152	      0.05223668
   2841.00000000	     56.82000000	      0.05910887	      0.05109627
   2842.00000000	     56.84000000	      0.05962652	      0.05042592
   2843.00000000	     56.86000000	      0.05977918	      0.05022748
   2844.00000000	     56.88000000	      0.05956860	      0.05050111
   2845.00000000	     56.90000000	      0.05899242	      0.05124655
   2846.00000000	     56.92000000	      0.05804572	      0.05246137
   2847.00000000	     56.94000000	      0.05672524	      0.05413681
   2848.00000000	     56.96000000	      0.05503498	      0.05625292
   2849.00000000	     56.98000000	      0.05299197	      0.05877477
   2850.00000000	     57.00000000	      0.05063020	      0.06165088
   2851.00000000	     57.02000000	      0.04798044	      0.06481432
   2852.00000000	     57.04000000	      0.04513942	      0.06818586
   2853.00000000	     57.06000000	      0.04218368	      0.07167845
   2854.00000000	     57.08000000	      0.03919864	      0.07520221
   2855.00000000	     57.10000000	      0.03627381	      0.07866918
   2856.00000000	     57.12000000	      0.03349912	      0.08199766
   2857.00000000	     57.14000000	      0.03095965	      0.08511549
   2858.00000000	     57.16000000	      0.02872811	      0.08796240
   2859.00000000	     57.18000000	      0.02685547	      0.09049105
   2860.00000000	     57.20000000	      0.02536293	      0.09266693
   2861.00000000	     57.22000000	      0.02423929	      0.09446703
   2862.00000000	     57.24000000	      0.02344985	      0.09587778
   2863.00000000	     57.26000000	      0.02294738	      0.09689247
   2864.00000000	     57.28000000	      0.02267122	      0.09750861
   2865.00000000	     57.30000000	      0.02257929	      0.09772576
   2866.00000000	     57.32000000	      0.02265607	      0.09754392
   2867.00000000	     57.34000000	      0.02291460	      0.09696308
   2868.00000000	     57.36000000	      0.02339476	      0.09598361
   2869.00000000	     57.38000000	      0.02415650	      0.09460771
   2870.00000000	     57.40000000	      0.02524901	      0.09284164
   2871.00000000	     57.42000000	      0.02670800	      0.09069825
   2872.00000000	     57.44000000	      0.02854738	      0.08819960
   2873.00000000	     57.46000000	      0.03074882	      0.08537914
   2874.00000000	     57.48000000	      0.03326372	      0.08228304
   2875.00000000	     57.50000000	      0.03602091	      0.07897046
   2876.00000000	     57.52000000	      0.03893605	      0.07551256
   2877.00000000	     57.54000000	      0.04191941	      0.07199035
   2878.00000000	     57.56000000	      0.04488127	      0.06849137
   2879.00000000	     57.58000000	      0.04773572	      0.06510553
   2880.00000000	     57.60000000	      0.05040745	      0.06192033
   2881.00000000	     57.62000000	      0.05279519	      0.05901588
   2882.00000000	     57.64000000	      0.05486804	      0.05646037
   2883.00000000	     57.66000000	      0.05659043	      0.05430670
   2884.00000000	     57.68000000	      0.05794395	      0.05259126
   2885.00000000	     57.70000000	      0.05892366	      0.05133520
   2886.00000000	     57.72000000	      0.05953242	      0.05054806
   2887.00000000	     57.74000000	      0.05977520	      0.05023266
   2888.00000000	     57.76000000	      0.05965470	      0.05038932
   2889.00000000	     57.78000000	      0.05916952	      0.05101793
   2890.00000000	     57.80000000	      0.05831509	      0.05211693
   2891.00000000	     57.82000000	      0.05708724	      0.05367958
   2892.00000000	     57.84000000	      0.05548761	      0.05568913
   2893.00000000	     57.86000000	      0.05352954	      0.05811460
   2894.00000000	     57.88000000	      0.05124260	      0.06090861
   2895.00000000	     57.90000000	      0.04865743	      0.06400783
   2896.00000000	     57.92000000	      0.04585726	      0.06733569
   2897.00000000	     57.94000000	      0.04292221	      0.07080664
   2898.00000000	     57.96000000	      0.03993619	      0.07433102
   2899.00000000	     57.98000000	      0.03698801	      0.07781999
   2900.00000000	     58.00000000	      0.03416788	      0.08118993
   2901.00000000	     58.02000000	      0.03156272	      0.08436606
   2902.00000000	     58.04000000	      0.02924913	      0.08728502
   2903.00000000	     58.06000000	      0.02728433	      0.08989623
   2904.00000000	     58.08000000	      0.02569743	      0.09216208
   2905.00000000	     58.10000000	      0.02448505	      0.09405688
   2906.00000000	     58.12000000	      0.02361623	      0.09556495
   2907.00000000	     58.14000000	      0.02304866	      0.09667813
   2908.00000000	     58.16000000	      0.02272127	      0.09739312
   2909.00000000	     58.18000000	      0.02258622	      0.09770913
   2910.00000000	     58.20000000	      0.02262110	      0.09762616
   2911.00000000	     58.22000000	      0.02283185	      0.09714419
   2912.00000000	     58.24000000	      0.02325209	      0.09626339
   2913.00000000	     58.26000000	      0.02393822	      0.09498534
   2914.00000000	     58.28000000	      0.02494534	      0.09331505
   2915.00000000	     58.30000000	      0.02631104	      0.09126350
   2916.00000000	     58.32000000	      0.02805659	      0.08885023
   2917.00000000	     58.34000000	      0.03017178	      0.08610572
   2918.00000000	     58.36000000	      0.03261493	      0.08307290
   2919.00000000	     58.38000000	      0.03531958	      0.07980776
   2920.00000000	     58.40000000	      0.03820385	      0.07637866
   2921.00000000	     58.42000000	      0.04117873	      0.07286441
   2922.00000000	     58.44000000	      0.04415413	      0.06935131
   2923.00000000	     58.46000000	      0.04704288	      0.06592910
   2924.00000000	     58.48000000	      0.04976409	      0.06268635
   2925.00000000	     58.50000000	      0.05223110	      0.05970545
   2926.00000000	     58.52000000	      0.05438600	      0.05705791
   2927.00000000	     58.54000000	      0.05619757	      0.05480064
   2928.00000000	     58.56000000	      0.05764339	      0.05297410
   2929.00000000	     58.58000000	      0.05871566	      0.05160295
   2930.00000000	     58.60000000	      0.05941586	      0.05069918
   2931.00000000	     58.62000000	      0.05974894	      0.05026682
   2932.00000000	     58.64000000	      0.05971842	      0.05030651
   2933.00000000	     58.66000000	      0.05932394	      0.05081822
   2934.00000000	     58.68000000	      0.05856150	      0.05180101
   2935.00000000	     58.70000000	      0.05742635	      0.05324986
   2936.00000000	     58.72000000	      0.05591815	      0.05515096
   2937.00000000	     58.74000000	      0.05404682	      0.05747713
   2938.00000000	     58.76000000	      0.05183764	      0.06018514
   2939.00000000	     58.78000000	      0.04932144	      0.06321541
   2940.00000000	     58.80000000	      0.04656677	      0.06649433
   2941.00000000	     58.82000000	      0.04365759	      0.06993811
   2942.00000000	     58.84000000	      0.04067606	      0.07345764
   2943.00000000	     58.86000000	      0.03771008	      0.07696344
   2944.00000000	     58.88000000	      0.03484990	      0.08037024
   2945.00000000	     58.90000000	      0.03218379	      0.08360078
   2946.00000000	     58.92000000	      0.02979170	      0.08658868
   2947.00000000	     58.94000000	      0.02773655	      0.08928015
   2948.00000000	     58.96000000	      0.02605506	      0.09163440
   2949.00000000	     58.98000000	      0.02475191	      0.09362295
   2950.00000000	     59.00000000	      0.02380133	      0.09522786
   2951.00000000	     59.02000000	      0.02316460	      0.09643934
   2952.00000000	     59.04000000	      0.02278300	      0.09725313
   2953.00000000	     59.06000000	      0.02260345	      0.09766802
   2954.00000000	     59.08000000	      0.02259678	      0.09768390
   2955.00000000	     59.10000000	      0.02276185	      0.09730080
   2956.00000000	     59.12000000	      0.02312568	      0.09651876
   2957.00000000	     59.14000000	      0.02373972	      0.09533885
   2958.00000000	     59.16000000	      0.02466379	      0.09376501
   2959.00000000	     59.18000000	      0.02593756	      0.09180649
   2960.00000000	     59.20000000	      0.02758866	      0.08948046
   2961.00000000	     59.22000000	      0.02961499	      0.08681453
   2962.00000000	     59.24000000	      0.03198226	      0.08384844
   2963.00000000	     59.26000000	      0.03462931	      0.08063495
   2964.00000000	     59.28000000	      0.03747721	      0.07723949
   2965.00000000	     59.30000000	      0.04043808	      0.07373853
   2966.00000000	     59.32000000	      0.04342165	      0.07021684
   2967.00000000	     59.34000000	      0.04633970	      0.06676372
   2968.00000000	     59.36000000	      0.04910949	      0.06346851
   2969.00000000	     59.38000000	      0.05164832	      0.06041556
   2970.00000000	     59.40000000	      0.05388280	      0.05767950
   2971.00000000	     59.42000000	      0.05578219	      0.05532111
   2972.00000000	     59.44000000	      0.05731985	      0.05338496
   2973.00000000	     59.46000000	      0.05848480	      0.05189944
   2974.00000000	     59.48000000	      0.05927677	      0.05087926
   2975.00000000	     59.50000000	      0.05970037	      0.05032996
   2976.00000000	     59.52000000	      0.05975981	      0.05025268
   2977.00000000	     59.54000000	      0.05945578	      0.05064745
   2978.00000000	     59.56000000	      0.05878500	      0.05151375
   2979.00000000	     59.58000000	      0.05774251	      0.05284797
   2980.00000000	     59.60000000	      0.05632632	      0.05463896
   2981.00000000	     59.62000000	      0.05454327	      0.05686319
   2982.00000000	     59.64000000	      0.05241449	      0.05948152
   2983.00000000	     59.66000000	      0.04997142	      0.06243831
   2984.00000000	     59.68000000	      0.04726676	      0.06566311
   2985.00000000	     59.70000000	      0.04438850	      0.06907422
   2986.00000000	     59.72000000	      0.04141687	      0.07258339
   2987.00000000	     59.74000000	      0.03843866	      0.07610078
   2988.00000000	     59.76000000	      0.03554387	      0.07953968
   2989.00000000	     59.78000000	      0.03282176	      0.08282053
   2990.00000000	     59.80000000	      0.03035509	      0.08587408
   2991.00000000	     59.82000000	      0.02821187	      0.08864330
   2992.00000000	     59.84000000	      0.02643607	      0.09108422
   2993.00000000	     59.86000000	      0.02504051	      0.09316543
   2994.00000000	     59.88000000	      0.02400623	      0.09486658
   2995.00000000	     59.90000000	      0.02329613	      0.09617612
   2996.00000000	     59.92000000	      0.02285702	      0.09708865
   2997.00000000	     59.94000000	      0.02263116	      0.09760240
   2998.00000000	     59.96000000	      0.02258288	      0.09771715
   2999.00000000	     59.98000000	      0.02270393	      0.09743292
   3000.00000000	     60.00000000	      0.02301455	      0.09674969
   3001.00000000	     60.02000000	      0.02356076	      0.09566815
   3002.00000000	     60.04000000	      0.02440379	      0.09419132
   3003.00000000	     60.06000000	      0.02558740	      0.09232686
   3004.00000000	     60.08000000	      0.02714393	      0.09008977
   3005.00000000	     60.10000000	      0.02907927	      0.08750485
   3006.00000000	     60.12000000	      0.03136686	      0.08460872
   3007.00000000	     60.14000000	      0.03395142	      0.08145091
   3008.00000000	     60.16000000	      0.03675752	      0.07809381
   3009.00000000	     60.18000000	      0.03969880	      0.07461135
   3010.00000000	     60.20000000	      0.04268511	      0.07108657
   3011.00000000	     60.22000000	      0.04562738	      0.06760806
   3012.00000000	     60.24000000	      0.04844119	      0.06426558
   3013.00000000	     60.26000000	      0.05104761	      0.06114520
   3014.00000000	     60.28000000	      0.05335893	      0.05832436
   3015.00000000	     60.30000000	      0.05534451	      0.05586758
   3016.00000000	     60.32000000	      0.05697337	      0.05382356
   3017.00000000	     60.34000000	      0.05823101	      0.05222454
   3018.00000000	     60.36000000	      0.05911507	      0.05108827
   3019.00000000	     60.38000000	      0.05962947	      0.05042209
   3020.00000000	     60.40000000	      0.05977891	      0.05022784
   3021.00000000	     60.42000000	      0.05956511	      0.05050564
   3022.00000000	     60.44000000	      0.05898567	      0.05125525
   3023.00000000	     60.46000000	      0.05803568	      0.05247419
   3024.00000000	     60.48000000	      0.05671189	      0.05415364
   3025.00000000	     60.50000000	      0.05501841	      0.05627352
   3026.00000000	     60.52000000	      0.05297241	      0.05879876
   3027.00000000	     60.54000000	      0.05060802	      0.06167773
   3028.00000000	     60.56000000	      0.04795603	      0.06484337
   3029.00000000	     60.58000000	      0.04511365	      0.06821637
   3030.00000000	     60.60000000	      0.04215726	      0.07170963
   3031.00000000	     60.62000000	      0.03917236	      0.07523326
   3032.00000000	     60.64000000	      0.03624847	      0.07869936
   3033.00000000	     60.66000000	      0.03347549	      0.08202627
   3034.00000000	     60.68000000	      0.03093846	      0.08514195
   3035.00000000	     60.70000000	      0.02870991	      0.08798623
   3036.00000000	     60.72000000	      0.02684059	      0.09051190
   3037.00000000	     60.74000000	      0.02535141	      0.09268453
   3038.00000000	     60.76000000	      0.02423089	      0.09448123
   3039.00000000	     60.78000000	      0.02344424	      0.09588850
   3040.00000000	     60.80000000	      0.02294403	      0.09689967
   3041.00000000	     60.82000000	      0.02266964	      0.09751229
   3042.00000000	     60.84000000	      0.02257923	      0.09772590
   3043.00000000	     60.86000000	      0.02265752	      0.09754053
   3044.00000000	     60.88000000	      0.02291780	      0.09695616
   3045.00000000	     60.90000000	      0.02340017	      0.09597316
   3046.00000000	     60.92000000	      0.02416466	      0.09459378
   3047.00000000	     60.94000000	      0.02526028	      0.09282430
   3048.00000000	     60.96000000	      0.02672261	      0.09067766
   3049.00000000	     60.98000000	      0.02856532	      0.08817599
   3050.00000000	     61.00000000	      0.03076979	      0.08535287
   3051.00000000	     61.02000000	      0.03328717	      0.08225458
   3052.00000000	     61.04000000	      0.03604615	      0.07894038
   3053.00000000	     61.06000000	      0.03896229	      0.07548155
   3054.00000000	     61.08000000	      0.04194584	      0.07195915
   3055.00000000	     61.10000000	      0.04490713	      0.06846077
   3056.00000000	     61.12000000	      0.04776026	      0.06507634
   3057.00000000	     61.14000000	      0.05042982	      0.06189328
   3058.00000000	     61.16000000	      0.05281498	      0.05899165
   3059.00000000	     61.18000000	      0.05488486	      0.05643948
   3060.00000000	     61.20000000	      0.05660404	      0.05428955
   3061.00000000	     61.22000000	      0.05795426	      0.05257811
   3062.00000000	     61.24000000	      0.05893066	      0.05132617
   3063.00000000	     61.26000000	      0.05953617	      0.05054320
   3064.00000000	     61.28000000	      0.05977573	      0.05023198
   3065.00000000	     61.30000000	      0.05965201	      0.05039281
   3066.00000000	     61.32000000	      0.05916358	      0.05102560
   3067.00000000	     61.34000000	      0.05830586	      0.05212874
   3068.00000000	     61.36000000	      0.05707470	      0.05369544
   3069.00000000	     61.38000000	      0.05547182	      0.05570883
   3070.00000000	     61.40000000	      0.05351068	      0.05813779
   3071.00000000	     61.42000000	      0.05122102	      0.06093480
   3072.00000000	     61.44000000	      0.04863347	      0.06403639
   3073.00000000	     61.46000000	      0.04583176	      0.06736591
   3074.00000000	     61.48000000	      0.04289588	      0.07083773
   3075.00000000	     61.50000000	      0.03990980	      0.07436218
   3076.00000000	     61.52000000	      0.03696236	      0.07785045
   3077.00000000	     61.54000000	      0.03414376	      0.08121899
   3078.00000000	     61.56000000	      0.03154087	      0.08439310
   3079.00000000	     61.58000000	      0.02923014	      0.08730954
   3080.00000000	     61.60000000	      0.02726861	      0.08991784
   3081.00000000	     61.62000000	      0.02568508	      0.09218051
   3082.00000000	     61.64000000	      0.02447591	      0.09407194
   3083.00000000	     61.66000000	      0.02360997	      0.09557654
   3084.00000000	     61.68000000	      0.02304480	      0.09668621
   3085.00000000	     61.70000000	      0.02271928	      0.09739767
   3086.00000000	     61.72000000	      0.02258580	      0.09771015
   3087.00000000	     61.74000000	      0.02262216	      0.09762365
   3088.00000000	     61.76000000	      0.02283458	      0.09713814
   3089.00000000	     61.78000000	      0.02325690	      0.09625381
   3090.00000000	     61.80000000	      0.02394568	      0.09497227
   3091.00000000	     61.82000000	      0.02495580	      0.09329855
   3092.00000000	     61.84000000	      0.02632481	      0.09124369
   3093.00000000	     61.86000000	      0.02807373	      0.08882734
   3094.00000000	     61.88000000	      0.03019204	      0.08608007
   3095.00000000	     61.90000000	      0.03263783	      0.08304493
   3096.00000000	     61.92000000	      0.03534445	      0.07977803
   3097.00000000	     61.94000000	      0.03822991	      0.07634781
   3098.00000000	     61.96000000	      0.04120519	      0.07283318
   3099.00000000	     61.98000000	      0.04418020	      0.06932049
   3100.00000000	     62.00000000	      0.04706780	      0.06589949
   3101.00000000	     62.02000000	      0.04978720	      0.06265871
   3102.00000000	     62.04000000	      0.05225158	      0.05968047
   3103.00000000	     62.06000000	      0.05440358	      0.05703616
   3104.00000000	     62.08000000	      0.05621199	      0.05478254
   3105.00000000	     62.10000000	      0.05765452	      0.05295994
   3106.00000000	     62.12000000	      0.05872348	      0.05159289
   3107.00000000	     62.14000000	      0.05942042	      0.05069329
   3108.00000000	     62.16000000	      0.05975026	      0.05026510
   3109.00000000	     62.18000000	      0.05971653	      0.05030896
   3110.00000000	     62.20000000	      0.05931882	      0.05082485
   3111.00000000	     62.22000000	      0.05855309	      0.05181180
   3112.00000000	     62.24000000	      0.05741463	      0.05326473
   3113.00000000	     62.26000000	      0.05590315	      0.05516973
   3114.00000000	     62.28000000	      0.05402870	      0.05749950
   3115.00000000	     62.30000000	      0.05181669	      0.06021064
   3116.00000000	     62.32000000	      0.04929796	      0.06324346
   3117.00000000	     62.34000000	      0.04654159	      0.06652421
   3118.00000000	     62.36000000	      0.04363140	      0.06996905
   3119.00000000	     62.38000000	      0.04064961	      0.07348885
   3120.00000000	     62.40000000	      0.03768417	      0.07699415
   3121.00000000	     62.42000000	      0.03482533	      0.08039971
   3122.00000000	     62.44000000	      0.03216131	      0.08362837
   3123.00000000	     62.46000000	      0.02977196	      0.08661387
   3124.00000000	     62.48000000	      0.02772000	      0.08930251
   3125.00000000	     62.50000000	      0.02604188	      0.09165364
   3126.00000000	     62.52000000	      0.02474201	      0.09363886
   3127.00000000	     62.54000000	      0.02379438	      0.09524032
   3128.00000000	     62.56000000	      0.02316019	      0.09644829
   3129.00000000	     62.58000000	      0.02278059	      0.09725856
   3130.00000000	     62.60000000	      0.02260266	      0.09766991
   3131.00000000	     62.62000000	      0.02259747	      0.09768226
   3132.00000000	     62.64000000	      0.02276414	      0.09729563
   3133.00000000	     62.66000000	      0.02312992	      0.09651006
   3134.00000000	     62.68000000	      0.02374647	      0.09532664
   3135.00000000	     62.70000000	      0.02467347	      0.09374935
   3136.00000000	     62.72000000	      0.02595050	      0.09178748
   3137.00000000	     62.74000000	      0.02760497	      0.08945831
   3138.00000000	     62.76000000	      0.02963452	      0.08678953
   3139.00000000	     62.78000000	      0.03200457	      0.08382099
   3140.00000000	     62.80000000	      0.03465376	      0.08060560
   3141.00000000	     62.82000000	      0.03750305	      0.07720885
   3142.00000000	     62.84000000	      0.04046451	      0.07370732
   3143.00000000	     62.86000000	      0.04344788	      0.07018584
   3144.00000000	     62.88000000	      0.04636498	      0.06673374
   3145.00000000	     62.90000000	      0.04913311	      0.06344031
   3146.00000000	     62.92000000	      0.05166944	      0.06038986
   3147.00000000	     62.94000000	      0.05390113	      0.05765690
   3148.00000000	     62.96000000	      0.05579741	      0.05530207
   3149.00000000	     62.98000000	      0.05733180	      0.05336981
   3150.00000000	     63.00000000	      0.05849343	      0.05188835
   3151.00000000	     63.02000000	      0.05928213	      0.05087233
   3152.00000000	     63.04000000	      0.05970249	      0.05032721
   3153.00000000	     63.06000000	      0.05975872	      0.05025410
   3154.00000000	     63.08000000	      0.05945146	      0.05065305
   3155.00000000	     63.10000000	      0.05877741	      0.05152351
   3156.00000000	     63.12000000	      0.05773161	      0.05286185
   3157.00000000	     63.14000000	      0.05631213	      0.05465679
   3158.00000000	     63.16000000	      0.05452590	      0.05688470
   3159.00000000	     63.18000000	      0.05239421	      0.05950630
   3160.00000000	     63.20000000	      0.04994846	      0.06246579
   3161.00000000	     63.22000000	      0.04724194	      0.06569261
   3162.00000000	     63.24000000	      0.04436249	      0.06910498
   3163.00000000	     63.26000000	      0.04139041	      0.07261461
   3164.00000000	     63.28000000	      0.03841254	      0.07613168
   3165.00000000	     63.30000000	      0.03551889	      0.07956952
   3166.00000000	     63.32000000	      0.03279870	      0.08284865
   3167.00000000	     63.34000000	      0.03033462	      0.08589990
   3168.00000000	     63.36000000	      0.02819450	      0.08866639
   3169.00000000	     63.38000000	      0.02642206	      0.09110425
   3170.00000000	     63.40000000	      0.02502982	      0.09318218
   3171.00000000	     63.42000000	      0.02399858	      0.09487990
   3172.00000000	     63.44000000	      0.02329115	      0.09618594
   3173.00000000	     63.46000000	      0.02285416	      0.09709494
   3174.00000000	     63.48000000	      0.02262999	      0.09760517
   3175.00000000	     63.50000000	      0.02258319	      0.09771638
   3176.00000000	     63.52000000	      0.02270580	      0.09742862
   3177.00000000	     63.54000000	      0.02301827	      0.09674187
   3178.00000000	     63.56000000	      0.02356683	      0.09565681
   3179.00000000	     63.58000000	      0.02441271	      0.09417650
   3180.00000000	     63.60000000	      0.02559951	      0.09230867
   3181.00000000	     63.62000000	      0.02715941	      0.09006837
   3182.00000000	     63.64000000	      0.02909804	      0.08748052
   3183.00000000	     63.66000000	      0.03138853	      0.08458184
   3184.00000000	     63.68000000	      0.03397540	      0.08142198
   3185.00000000	     63.70000000	      0.03678309	      0.07806342
   3186.00000000	     63.72000000	      0.03972517	      0.07458021
   3187.00000000	     63.74000000	      0.04271147	      0.07105546
   3188.00000000	     63.76000000	      0.04565296	      0.06757776
   3189.00000000	     63.78000000	      0.04846528	      0.06423687
   3190.00000000	     63.80000000	      0.05106936	      0.06111881
   3191.00000000	     63.82000000	      0.05337799	      0.05830094
   3192.00000000	     63.84000000	      0.05536052	      0.05584763
   3193.00000000	     63.86000000	      0.05698614	      0.05380742
   3194.00000000	     63.88000000	      0.05824047	      0.05221244
   3195.00000000	     63.90000000	      0.05912123	      0.05108030
   3196.00000000	     63.92000000	      0.05963238	      0.05041830
   3197.00000000	     63.94000000	      0.05977861	      0.05022822
   3198.00000000	     63.96000000	      0.05956160	      0.05051021
   3199.00000000	     63.98000000	      0.05897890	      0.05126399
   3200.00000000	     64.00000000	      0.05802561	      0.05248706
   3201.00000000	     64.02000000	      0.05669851	      0.05417051
   3202.00000000	     64.04000000	      0.05500181	      0.05629416
   3203.00000000	     64.06000000	      0.05295281	      0.05882277
   3204.00000000	     64.08000000	      0.05058582	      0.06170459
   3205.00000000	     64.10000000	      0.04793162	      0.06487243
   3206.00000000	     64.12000000	      0.04508786	      0.06824689
   3207.00000000	     64.14000000	      0.04213084	      0.07174081
   3208.00000000	     64.16000000	      0.03914608	      0.07526431
   3209.00000000	     64.18000000	      0.03622314	      0.07872953
   3210.00000000	     64.20000000	      0.03345189	      0.08205487
   3211.00000000	     64.22000000	      0.03091729	      0.08516839
   3212.00000000	     64.24000000	      0.02869173	      0.08801004
   3213.00000000	     64.26000000	      0.02682574	      0.09053272
   3214.00000000	     64.28000000	      0.02533992	      0.09270211
   3215.00000000	     64.30000000	      0.02422252	      0.09449541
   3216.00000000	     64.32000000	      0.02343865	      0.09589919
   3217.00000000	     64.34000000	      0.02294069	      0.09690684
   3218.00000000	     64.36000000	      0.02266807	      0.09751593
   3219.00000000	     64.38000000	      0.02257918	      0.09772601
   3220.00000000	     64.40000000	      0.02265899	      0.09753711
   3221.00000000	     64.42000000	      0.02292102	      0.09694921
   3222.00000000	     64.44000000	      0.02340560	      0.09596269
   3223.00000000	     64.46000000	      0.02417285	      0.09457982
   3224.00000000	     64.48000000	      0.02527157	      0.09280694
   3225.00000000	     64.50000000	      0.02673726	      0.09065703
   3226.00000000	     64.52000000	      0.02858329	      0.08815236
   3227.00000000	     64.54000000	      0.03079079	      0.08532658
   3228.00000000	     64.56000000	      0.03331065	      0.08222610
   3229.00000000	     64.58000000	      0.03607140	      0.07891029
   3230.00000000	     64.60000000	      0.03898853	      0.07545053
   3231.00000000	     64.62000000	      0.04197228	      0.07192795
   3232.00000000	     64.64000000	      0.04493297	      0.06843019
   3233.00000000	     64.66000000	      0.04778478	      0.06504716
   3234.00000000	     64.68000000	      0.05045216	      0.06186626
   3235.00000000	     64.70000000	      0.05283474	      0.05896744
   3236.00000000	     64.72000000	      0.05490165	      0.05641863
   3237.00000000	     64.74000000	      0.05661762	      0.05427244
   3238.00000000	     64.76000000	      0.05796454	      0.05256499
   3239.00000000	     64.78000000	      0.05893764	      0.05131717
   3240.00000000	     64.80000000	      0.05953989	      0.05053838
   3241.00000000	     64.82000000	      0.05977622	      0.05023133
   3242.00000000	     64.84000000	      0.05964929	      0.05039634
   3243.00000000	     64.86000000	      0.05915762	      0.05103330
   3244.00000000	     64.88000000	      0.05829661	      0.05214059
   3245.00000000	     64.90000000	      0.05706214	      0.05371133
   3246.00000000	     64.92000000	      0.05545600	      0.05572856
   3247.00000000	     64.94000000	      0.05349180	      0.05816101
   3248.00000000	     64.96000000	      0.05119942	      0.06096102
   3249.00000000	     64.98000000	      0.04860949	      0.06406498
   3250.00000000	     65.00000000	      0.04580625	      0.06739614
   3251.00000000	     65.02000000	      0.04286955	      0.07086882
   3252.00000000	     65.04000000	      0.03988342	      0.07439334
   3253.00000000	     65.06000000	      0.03693672	      0.07788090
   3254.00000000	     65.08000000	      0.03411966	      0.08124803
   3255.00000000	     65.10000000	      0.03151904	      0.08442013
   3256.00000000	     65.12000000	      0.02921119	      0.08733404
   3257.00000000	     65.14000000	      0.02725292	      0.08993943
   3258.00000000	     65.16000000	      0.02567277	      0.09219890
   3259.00000000	     65.18000000	      0.02446680	      0.09408697
   3260.00000000	     65.20000000	      0.02360374	      0.09558810
   3261.00000000	     65.22000000	      0.02304095	      0.09669425
   3262.00000000	     65.24000000	      0.02271731	      0.09740219
   3263.00000000	     65.26000000	      0.02258539	      0.09771113
   3264.00000000	     65.28000000	      0.02262324	      0.09762110
   3265.00000000	     65.30000000	      0.02283733	      0.09713206
   3266.00000000	     65.32000000	      0.02326173	      0.09624421
   3267.00000000	     65.34000000	      0.02395316	      0.09495916
   3268.00000000	     65.36000000	      0.02496629	      0.09328201
   3269.00000000	     65.38000000	      0.02633862	      0.09122386
   3270.00000000	     65.40000000	      0.02809090	      0.08880443
   3271.00000000	     65.42000000	      0.03021234	      0.08605440
   3272.00000000	     65.44000000	      0.03266075	      0.08301695
   3273.00000000	     65.46000000	      0.03536933	      0.07974828
   3274.00000000	     65.48000000	      0.03825598	      0.07631695
   3275.00000000	     65.50000000	      0.04123166	      0.07280196
   3276.00000000	     65.52000000	      0.04420627	      0.06928968
