UNKNOWN
version=1
nRows=5001
nColumns=6
inDegrees=no
endheader
time	Coordinates(Deg.)	soleus_l	soleus_r	tib_ant_l	tib_ant_r
   2291.00000000	     44.58000000	      0.03753102	      0.04104985	      0.07717569	      0.07301650
   2292.00000000	     44.58200000	      0.03739073	      0.04102117	      0.07734204	      0.07305035
   2293.00000000	     44.58400000	      0.03724806	      0.04100039	      0.07751130	      0.07307487
   2294.00000000	     44.58600000	      0.03710304	      0.04098751	      0.07768341	      0.07309008
   2295.00000000	     44.58800000	      0.03695567	      0.04098236	      0.07785840	      0.07309615
   2296.00000000	     44.59000000	      0.03680596	      0.04098470	      0.07803625	      0.07309339
   2297.00000000	     44.59200000	      0.03665385	      0.04099418	      0.07821703	      0.07308221
   2298.00000000	     44.59400000	      0.03649928	      0.04101030	      0.07840085	      0.07306317
   2299.00000000	     44.59600000	      0.03634213	      0.04103247	      0.07858785	      0.07303701
   2300.00000000	     44.59800000	      0.03618225	      0.04105998	      0.07877823	      0.07300455
   2301.00000000	     44.60000000	      0.03601944	      0.04109202	      0.07897221	      0.07296675
   2302.00000000	     44.60200000	      0.03585344	      0.04112766	      0.07917014	      0.07292468
   2303.00000000	     44.60400000	      0.03568401	      0.04116590	      0.07937232	      0.07287956
   2304.00000000	     44.60600000	      0.03551080	      0.04120564	      0.07957918	      0.07283266
   2305.00000000	     44.60800000	      0.03533345	      0.04124571	      0.07979117	      0.07278538
   2306.00000000	     44.61000000	      0.03515157	      0.04128481	      0.08000879	      0.07273923
   2307.00000000	     44.61200000	      0.03496474	      0.04132161	      0.08023257	      0.07269581
   2308.00000000	     44.61400000	      0.03477252	      0.04135472	      0.08046306	      0.07265674
   2309.00000000	     44.61600000	      0.03457444	      0.04138267	      0.08070086	      0.07262375
   2310.00000000	     44.61800000	      0.03437005	      0.04140400	      0.08094656	      0.07259857
   2311.00000000	     44.62000000	      0.03415890	      0.04141722	      0.08120075	      0.07258298
   2312.00000000	     44.62200000	      0.03394054	      0.04142085	      0.08146404	      0.07257870
   2313.00000000	     44.62400000	      0.03371458	      0.04141341	      0.08173695	      0.07258748
   2314.00000000	     44.62600000	      0.03348062	      0.04139352	      0.08202006	      0.07261094
   2315.00000000	     44.62800000	      0.03323837	      0.04135983	      0.08231380	      0.07265070
   2316.00000000	     44.63000000	      0.03298757	      0.04131113	      0.08261861	      0.07270818
   2317.00000000	     44.63200000	      0.03272806	      0.04124631	      0.08293480	      0.07278467
   2318.00000000	     44.63400000	      0.03245976	      0.04116444	      0.08326258	      0.07288128
   2319.00000000	     44.63600000	      0.03218274	      0.04106480	      0.08360207	      0.07299887
   2320.00000000	     44.63800000	      0.03189712	      0.04094689	      0.08395325	      0.07313802
   2321.00000000	     44.64000000	      0.03160317	      0.04081050	      0.08431603	      0.07329898
   2322.00000000	     44.64200000	      0.03130132	      0.04065565	      0.08469007	      0.07348172
   2323.00000000	     44.64400000	      0.03099213	      0.04048271	      0.08507495	      0.07368585
   2324.00000000	     44.64600000	      0.03067630	      0.04029233	      0.08547004	      0.07391056
   2325.00000000	     44.64800000	      0.03035469	      0.04008554	      0.08587457	      0.07415468
   2326.00000000	     44.65000000	      0.03002832	      0.03986369	      0.08628757	      0.07441663
   2327.00000000	     44.65200000	      0.02969832	      0.03962847	      0.08670792	      0.07469442
   2328.00000000	     44.65400000	      0.02936598	      0.03938188	      0.08713431	      0.07498569
   2329.00000000	     44.65600000	      0.02903270	      0.03912626	      0.08756528	      0.07528774
   2330.00000000	     44.65800000	      0.02869998	      0.03886418	      0.08799923	      0.07559753
   2331.00000000	     44.66000000	      0.02836941	      0.03859842	      0.08843440	      0.07591179
   2332.00000000	     44.66200000	      0.02804260	      0.03833198	      0.08886893	      0.07622701
   2333.00000000	     44.66400000	      0.02772121	      0.03806794	      0.08930088	      0.07653955
   2334.00000000	     44.66600000	      0.02740690	      0.03780946	      0.08972818	      0.07684569
   2335.00000000	     44.66800000	      0.02710132	      0.03755968	      0.09014871	      0.07714171
   2336.00000000	     44.67000000	      0.02680605	      0.03732160	      0.09056033	      0.07742405
   2337.00000000	     44.67200000	      0.02652257	      0.03709806	      0.09096087	      0.07768933
   2338.00000000	     44.67400000	      0.02625231	      0.03689156	      0.09134812	      0.07793454
   2339.00000000	     44.67600000	      0.02599652	      0.03670441	      0.09171999	      0.07815693
   2340.00000000	     44.67800000	      0.02575629	      0.03653854	      0.09207441	      0.07835416
   2341.00000000	     44.68000000	      0.02553255	      0.03639558	      0.09240947	      0.07852424
   2342.00000000	     44.68200000	      0.02532607	      0.03627674	      0.09272330	      0.07866570
   2343.00000000	     44.68400000	      0.02513744	      0.03618287	      0.09301424	      0.07877748
   2344.00000000	     44.68600000	      0.02496707	      0.03611442	      0.09328078	      0.07885902
   2345.00000000	     44.68800000	      0.02481527	      0.03607144	      0.09352151	      0.07891023
   2346.00000000	     44.69000000	      0.02468219	      0.03605364	      0.09373526	      0.07893145
   2347.00000000	     44.69200000	      0.02456784	      0.03606038	      0.09392106	      0.07892342
   2348.00000000	     44.69400000	      0.02447216	      0.03609077	      0.09407813	      0.07888721
   2349.00000000	     44.69600000	      0.02439501	      0.03614361	      0.09420591	      0.07882425
   2350.00000000	     44.69800000	      0.02433617	      0.03621748	      0.09430405	      0.07873627
   2351.00000000	     44.70000000	      0.02429537	      0.03631077	      0.09437247	      0.07862519
   2352.00000000	     44.70200000	      0.02427232	      0.03642177	      0.09441126	      0.07849308
   2353.00000000	     44.70400000	      0.02426666	      0.03654865	      0.09442080	      0.07834214
   2354.00000000	     44.70600000	      0.02427802	      0.03668951	      0.09440167	      0.07817464
   2355.00000000	     44.70800000	      0.02430598	      0.03684244	      0.09435464	      0.07799290
   2356.00000000	     44.71000000	      0.02435012	      0.03700553	      0.09428073	      0.07779919
   2357.00000000	     44.71200000	      0.02440995	      0.03717696	      0.09418107	      0.07759567
   2358.00000000	     44.71400000	      0.02448500	      0.03735502	      0.09405696	      0.07738440
   2359.00000000	     44.71600000	      0.02457469	      0.03753810	      0.09390987	      0.07716730
   2360.00000000	     44.71800000	      0.02467840	      0.03772470	      0.09374138	      0.07694612
   2361.00000000	     44.72000000	      0.02479550	      0.03791349	      0.09355310	      0.07672246
   2362.00000000	     44.72200000	      0.02492530	      0.03810327	      0.09334671	      0.07649772
   2363.00000000	     44.72400000	      0.02506706	      0.03829301	      0.09312390	      0.07627312
   2364.00000000	     44.72600000	      0.02522003	      0.03848183	      0.09288633	      0.07604971
   2365.00000000	     44.72800000	      0.02538342	      0.03866900	      0.09263567	      0.07582831
   2366.00000000	     44.73000000	      0.02555641	      0.03885394	      0.09237350	      0.07560963
   2367.00000000	     44.73200000	      0.02573818	      0.03903625	      0.09210134	      0.07539413
   2368.00000000	     44.73400000	      0.02592795	      0.03921560	      0.09182061	      0.07518217
   2369.00000000	     44.73600000	      0.02612495	      0.03939182	      0.09153260	      0.07497395
   2370.00000000	     44.73800000	      0.02632844	      0.03956484	      0.09123848	      0.07476957
   2371.00000000	     44.74000000	      0.02653774	      0.03973464	      0.09093930	      0.07456903
   2372.00000000	     44.74200000	      0.02675221	      0.03990129	      0.09063599	      0.07437223
   2373.00000000	     44.74400000	      0.02697131	      0.04006491	      0.09032929	      0.07417905
   2374.00000000	     44.74600000	      0.02719451	      0.04022566	      0.09001990	      0.07398927
   2375.00000000	     44.74800000	      0.02742140	      0.04038371	      0.08970836	      0.07380270
   2376.00000000	     44.75000000	      0.02765157	      0.04053927	      0.08939512	      0.07361909
   2377.00000000	     44.75200000	      0.02788478	      0.04069252	      0.08908044	      0.07343821
   2378.00000000	     44.75400000	      0.02812069	      0.04084370	      0.08876469	      0.07325979
   2379.00000000	     44.75600000	      0.02835900	      0.04099293	      0.08844817	      0.07308367
   2380.00000000	     44.75800000	      0.02859959	      0.04114042	      0.08813095	      0.07290963
   2381.00000000	     44.76000000	      0.02884227	      0.04128628	      0.08781317	      0.07273750
   2382.00000000	     44.76200000	      0.02908692	      0.04143060	      0.08749493	      0.07256719
   2383.00000000	     44.76400000	      0.02933337	      0.04157342	      0.08717632	      0.07239865
   2384.00000000	     44.76600000	      0.02958149	      0.04171473	      0.08685745	      0.07223189
   2385.00000000	     44.76800000	      0.02983112	      0.04185449	      0.08653841	      0.07206696
   2386.00000000	     44.77000000	      0.03008209	      0.04199261	      0.08621935	      0.07190395
   2387.00000000	     44.77200000	      0.03033421	      0.04212899	      0.08590042	      0.07174301
   2388.00000000	     44.77400000	      0.03058725	      0.04226347	      0.08558183	      0.07158428
   2389.00000000	     44.77600000	      0.03084087	      0.04239589	      0.08526391	      0.07142799
   2390.00000000	     44.77800000	      0.03109475	      0.04252606	      0.08494701	      0.07127433
   2391.00000000	     44.78000000	      0.03134837	      0.04265379	      0.08463166	      0.07112355
   2392.00000000	     44.78200000	      0.03160173	      0.04277883	      0.08431781	      0.07097593
   2393.00000000	     44.78400000	      0.03185434	      0.04290094	      0.08400596	      0.07083177
   2394.00000000	     44.78600000	      0.03210552	      0.04301991	      0.08369689	      0.07069129
   2395.00000000	     44.78800000	      0.03235476	      0.04313552	      0.08339113	      0.07055477
   2396.00000000	     44.79000000	      0.03260155	      0.04324757	      0.08308923	      0.07042244
   2397.00000000	     44.79200000	      0.03284538	      0.04335582	      0.08279175	      0.07029458
   2398.00000000	     44.79400000	      0.03308573	      0.04346013	      0.08249923	      0.07017138
   2399.00000000	     44.79600000	      0.03332212	      0.04356026	      0.08221218	      0.07005310
   2400.00000000	     44.79800000	      0.03355407	      0.04365609	      0.08193112	      0.06993989
   2401.00000000	     44.80000000	      0.03378130	      0.04374743	      0.08165631	      0.06983197
   2402.00000000	     44.80200000	      0.03400336	      0.04383417	      0.08138825	      0.06972947
   2403.00000000	     44.80400000	      0.03421998	      0.04391617	      0.08112718	      0.06963256
   2404.00000000	     44.80600000	      0.03443096	      0.04399334	      0.08087331	      0.06954137
   2405.00000000	     44.80800000	      0.03463627	      0.04406555	      0.08062660	      0.06945601
   2406.00000000	     44.81000000	      0.03483564	      0.04413277	      0.08038734	      0.06937657
   2407.00000000	     44.81200000	      0.03502913	      0.04419487	      0.08015542	      0.06930315
   2408.00000000	     44.81400000	      0.03521694	      0.04425183	      0.07993055	      0.06923581
   2409.00000000	     44.81600000	      0.03539921	      0.04430361	      0.07971255	      0.06917460
   2410.00000000	     44.81800000	      0.03557616	      0.04435018	      0.07950110	      0.06911954
   2411.00000000	     44.82000000	      0.03574805	      0.04439152	      0.07929589	      0.06907065
   2412.00000000	     44.82200000	      0.03591519	      0.04442765	      0.07909649	      0.06902793
   2413.00000000	     44.82400000	      0.03607791	      0.04445860	      0.07890252	      0.06899133
   2414.00000000	     44.82600000	      0.03623658	      0.04448439	      0.07871352	      0.06896084
   2415.00000000	     44.82800000	      0.03639164	      0.04450502	      0.07852892	      0.06893644
   2416.00000000	     44.83000000	      0.03654341	      0.04452063	      0.07834837	      0.06891798
   2417.00000000	     44.83200000	      0.03669230	      0.04453128	      0.07817133	      0.06890539
   2418.00000000	     44.83400000	      0.03683887	      0.04453710	      0.07799713	      0.06889850
   2419.00000000	     44.83600000	      0.03698332	      0.04453822	      0.07782556	      0.06889717
   2420.00000000	     44.83800000	      0.03712596	      0.04453481	      0.07765621	      0.06890121
   2421.00000000	     44.84000000	      0.03726711	      0.04452700	      0.07748870	      0.06891045
   2422.00000000	     44.84200000	      0.03740713	      0.04451495	      0.07732259	      0.06892470
   2423.00000000	     44.84400000	      0.03754620	      0.04449890	      0.07715769	      0.06894368
   2424.00000000	     44.84600000	      0.03768451	      0.04447906	      0.07699374	      0.06896714
   2425.00000000	     44.84800000	      0.03782217	      0.04445567	      0.07683064	      0.06899480
   2426.00000000	     44.85000000	      0.03795932	      0.04442893	      0.07666818	      0.06902642
   2427.00000000	     44.85200000	      0.03809590	      0.04439916	      0.07650644	      0.06906163
   2428.00000000	     44.85400000	      0.03823191	      0.04436660	      0.07634544	      0.06910012
   2429.00000000	     44.85600000	      0.03836719	      0.04433148	      0.07618534	      0.06914164
   2430.00000000	     44.85800000	      0.03850157	      0.04429409	      0.07602635	      0.06918585
   2431.00000000	     44.86000000	      0.03863480	      0.04425464	      0.07586876	      0.06923250
   2432.00000000	     44.86200000	      0.03876658	      0.04421339	      0.07571292	      0.06928126
   2433.00000000	     44.86400000	      0.03889652	      0.04417058	      0.07555929	      0.06933186
   2434.00000000	     44.86600000	      0.03902428	      0.04412636	      0.07540827	      0.06938414
   2435.00000000	     44.86800000	      0.03914952	      0.04408096	      0.07526025	      0.06943780
   2436.00000000	     44.87000000	      0.03927182	      0.04403457	      0.07511573	      0.06949263
   2437.00000000	     44.87200000	      0.03939067	      0.04398732	      0.07497531	      0.06954848
   2438.00000000	     44.87400000	      0.03950563	      0.04393936	      0.07483951	      0.06960516
   2439.00000000	     44.87600000	      0.03961627	      0.04389077	      0.07470883	      0.06966259
   2440.00000000	     44.87800000	      0.03972211	      0.04384163	      0.07458382	      0.06972065
   2441.00000000	     44.88000000	      0.03982275	      0.04379200	      0.07446498	      0.06977930
   2442.00000000	     44.88200000	      0.03991778	      0.04374188	      0.07435276	      0.06983852
   2443.00000000	     44.88400000	      0.04000684	      0.04369127	      0.07424761	      0.06989832
   2444.00000000	     44.88600000	      0.04008966	      0.04364011	      0.07414982	      0.06995876
   2445.00000000	     44.88800000	      0.04016599	      0.04358835	      0.07405971	      0.07001991
   2446.00000000	     44.89000000	      0.04023562	      0.04353590	      0.07397752	      0.07008187
   2447.00000000	     44.89200000	      0.04029840	      0.04348260	      0.07390340	      0.07014484
   2448.00000000	     44.89400000	      0.04035431	      0.04342834	      0.07383740	      0.07020893
   2449.00000000	     44.89600000	      0.04040332	      0.04337304	      0.07377955	      0.07027425
   2450.00000000	     44.89800000	      0.04044551	      0.04331652	      0.07372975	      0.07034101
   2451.00000000	     44.90000000	      0.04048104	      0.04325859	      0.07368781	      0.07040942
   2452.00000000	     44.90200000	      0.04051011	      0.04319909	      0.07365350	      0.07047969
   2453.00000000	     44.90400000	      0.04053305	      0.04313784	      0.07362643	      0.07055203
   2454.00000000	     44.90600000	      0.04055013	      0.04307464	      0.07360627	      0.07062666
   2455.00000000	     44.90800000	      0.04056176	      0.04300935	      0.07359254	      0.07070375
   2456.00000000	     44.91000000	      0.04056843	      0.04294181	      0.07358467	      0.07078350
   2457.00000000	     44.91200000	      0.04057069	      0.04287188	      0.07358200	      0.07086607
   2458.00000000	     44.91400000	      0.04056894	      0.04279942	      0.07358407	      0.07095162
   2459.00000000	     44.91600000	      0.04056383	      0.04272429	      0.07359010	      0.07104031
   2460.00000000	     44.91800000	      0.04055592	      0.04264639	      0.07359943	      0.07113229
   2461.00000000	     44.92000000	      0.04054586	      0.04256555	      0.07361130	      0.07122771
   2462.00000000	     44.92200000	      0.04053431	      0.04248174	      0.07362494	      0.07132665
   2463.00000000	     44.92400000	      0.04052183	      0.04239485	      0.07363967	      0.07142921
   2464.00000000	     44.92600000	      0.04050904	      0.04230480	      0.07365476	      0.07153549
   2465.00000000	     44.92800000	      0.04049651	      0.04221150	      0.07366955	      0.07164562
   2466.00000000	     44.93000000	      0.04048477	      0.04211485	      0.07368341	      0.07175969
   2467.00000000	     44.93200000	      0.04047434	      0.04201472	      0.07369572	      0.07187787
   2468.00000000	     44.93400000	      0.04046569	      0.04191099	      0.07370594	      0.07200028
   2469.00000000	     44.93600000	      0.04045920	      0.04180352	      0.07371360	      0.07212711
   2470.00000000	     44.93800000	      0.04045518	      0.04169213	      0.07371834	      0.07225856
   2471.00000000	     44.94000000	      0.04045387	      0.04157663	      0.07371989	      0.07239486
   2472.00000000	     44.94200000	      0.04045538	      0.04145679	      0.07371811	      0.07253629
   2473.00000000	     44.94400000	      0.04045974	      0.04133233	      0.07371295	      0.07268316
   2474.00000000	     44.94600000	      0.04046686	      0.04120296	      0.07370456	      0.07283582
   2475.00000000	     44.94800000	      0.04047649	      0.04106834	      0.07369318	      0.07299468
   2476.00000000	     44.95000000	      0.04048829	      0.04092809	      0.07367925	      0.07316019
   2477.00000000	     44.95200000	      0.04050176	      0.04078180	      0.07366336	      0.07333284
   2478.00000000	     44.95400000	      0.04051626	      0.04062901	      0.07364624	      0.07351317
   2479.00000000	     44.95600000	      0.04053103	      0.04046923	      0.07362882	      0.07370176
   2480.00000000	     44.95800000	      0.04054516	      0.04030193	      0.07361213	      0.07389924
   2481.00000000	     44.96000000	      0.04055763	      0.04012656	      0.07359742	      0.07410626
   2482.00000000	     44.96200000	      0.04056729	      0.03994254	      0.07358602	      0.07432352
   2483.00000000	     44.96400000	      0.04057291	      0.03974931	      0.07357938	      0.07455170
   2484.00000000	     44.96600000	      0.04057318	      0.03954627	      0.07357906	      0.07479151
   2485.00000000	     44.96800000	      0.04056674	      0.03933286	      0.07358666	      0.07504362
   2486.00000000	     44.97000000	      0.04055218	      0.03910851	      0.07360385	      0.07530872
   2487.00000000	     44.97200000	      0.04052811	      0.03887272	      0.07363226	      0.07558743
   2488.00000000	     44.97400000	      0.04049316	      0.03862506	      0.07367351	      0.07588028
   2489.00000000	     44.97600000	      0.04044604	      0.03836515	      0.07372913	      0.07618775
   2490.00000000	     44.97800000	      0.04038557	      0.03809272	      0.07380050	      0.07651021
   2491.00000000	     44.98000000	      0.04031073	      0.03780762	      0.07388885	      0.07684788
   2492.00000000	     44.98200000	      0.04022064	      0.03750983	      0.07399519	      0.07720081
   2493.00000000	     44.98400000	      0.04011470	      0.03719950	      0.07412026	      0.07756892
   2494.00000000	     44.98600000	      0.03999253	      0.03687693	      0.07426450	      0.07795192
   2495.00000000	     44.98800000	      0.03985403	      0.03654262	      0.07442803	      0.07834931
   2496.00000000	     44.99000000	      0.03969942	      0.03619724	      0.07461062	      0.07876038
   2497.00000000	     44.99200000	      0.03952923	      0.03584170	      0.07481163	      0.07918415
   2498.00000000	     44.99400000	      0.03934431	      0.03547709	      0.07503008	      0.07961946
   2499.00000000	     44.99600000	      0.03914586	      0.03510472	      0.07526458	      0.08006489
   2500.00000000	     44.99800000	      0.03893537	      0.03472608	      0.07551336	      0.08051878
   2501.00000000	     45.00000000	      0.03871461	      0.03434282	      0.07577438	      0.08097931
   2502.00000000	     45.00200000	      0.03848558	      0.03395682	      0.07604526	      0.08144440
   2503.00000000	     45.00400000	      0.03825055	      0.03357002	      0.07632338	      0.08191181
   2504.00000000	     45.00600000	      0.03801197	      0.03318452	      0.07660583	      0.08237920
   2505.00000000	     45.00800000	      0.03777235	      0.03280245	      0.07688965	      0.08284407
   2506.00000000	     45.01000000	      0.03753437	      0.03242607	      0.07717171	      0.08330382
   2507.00000000	     45.01200000	      0.03730067	      0.03205752	      0.07744887	      0.08375588
   2508.00000000	     45.01400000	      0.03707384	      0.03169888	      0.07771808	      0.08419775
   2509.00000000	     45.01600000	      0.03685625	      0.03135239	      0.07797649	      0.08462667
   2510.00000000	     45.01800000	      0.03665012	      0.03101996	      0.07822147	      0.08504023
   2511.00000000	     45.02000000	      0.03645749	      0.03070339	      0.07845058	      0.08543608
   2512.00000000	     45.02200000	      0.03628021	      0.03040436	      0.07866157	      0.08581195
   2513.00000000	     45.02400000	      0.03611984	      0.03012438	      0.07885257	      0.08616574
   2514.00000000	     45.02600000	      0.03597771	      0.02986473	      0.07902195	      0.08649559
   2515.00000000	     45.02800000	      0.03585487	      0.02962644	      0.07916843	      0.08679988
   2516.00000000	     45.03000000	      0.03575207	      0.02941032	      0.07929108	      0.08707723
   2517.00000000	     45.03200000	      0.03566980	      0.02921696	      0.07938928	      0.08732658
   2518.00000000	     45.03400000	      0.03560830	      0.02904667	      0.07946271	      0.08754715
   2519.00000000	     45.03600000	      0.03556757	      0.02889956	      0.07951137	      0.08773846
   2520.00000000	     45.03800000	      0.03554730	      0.02877558	      0.07953557	      0.08790029
   2521.00000000	     45.04000000	      0.03554697	      0.02867447	      0.07953597	      0.08803267
   2522.00000000	     45.04200000	      0.03556587	      0.02859578	      0.07951340	      0.08813596
   2523.00000000	     45.04400000	      0.03560309	      0.02853894	      0.07946894	      0.08821070
   2524.00000000	     45.04600000	      0.03565757	      0.02850325	      0.07940388	      0.08825770
   2525.00000000	     45.04800000	      0.03572810	      0.02848788	      0.07931969	      0.08827796
   2526.00000000	     45.05000000	      0.03581338	      0.02849189	      0.07921793	      0.08827267
   2527.00000000	     45.05200000	      0.03591204	      0.02851431	      0.07910026	      0.08824313
   2528.00000000	     45.05400000	      0.03602268	      0.02855407	      0.07896835	      0.08819079
   2529.00000000	     45.05600000	      0.03614390	      0.02861008	      0.07882390	      0.08811717
   2530.00000000	     45.05800000	      0.03627434	      0.02868120	      0.07866856	      0.08802385
   2531.00000000	     45.06000000	      0.03641264	      0.02876628	      0.07850393	      0.08791246
   2532.00000000	     45.06200000	      0.03655751	      0.02886421	      0.07833160	      0.08778456
   2533.00000000	     45.06400000	      0.03670768	      0.02897391	      0.07815304	      0.08764168
   2534.00000000	     45.06600000	      0.03686199	      0.02909436	      0.07796967	      0.08748528
   2535.00000000	     45.06800000	      0.03701936	      0.02922458	      0.07778276	      0.08731673
   2536.00000000	     45.07000000	      0.03717881	      0.02936371	      0.07759348	      0.08713724
   2537.00000000	     45.07200000	      0.03733945	      0.02951093	      0.07740288	      0.08694795
   2538.00000000	     45.07400000	      0.03750050	      0.02966556	      0.07721188	      0.08674981
   2539.00000000	     45.07600000	      0.03766125	      0.02982703	      0.07702131	      0.08654363
   2540.00000000	     45.07800000	      0.03782114	      0.02999485	      0.07683185	      0.08633008
   2541.00000000	     45.08000000	      0.03797966	      0.03016864	      0.07664408	      0.08610969
   2542.00000000	     45.08200000	      0.03813642	      0.03034811	      0.07645848	      0.08588288
   2543.00000000	     45.08400000	      0.03829106	      0.03053308	      0.07627543	      0.08564991
   2544.00000000	     45.08600000	      0.03844337	      0.03072343	      0.07609521	      0.08541095
   2545.00000000	     45.08800000	      0.03859314	      0.03091913	      0.07591803	      0.08516609
   2546.00000000	     45.09000000	      0.03874026	      0.03112017	      0.07574404	      0.08491535
   2547.00000000	     45.09200000	      0.03888465	      0.03132659	      0.07557332	      0.08465870
   2548.00000000	     45.09400000	      0.03902627	      0.03153848	      0.07540592	      0.08439606
   2549.00000000	     45.09600000	      0.03916506	      0.03175594	      0.07524189	      0.08412732
   2550.00000000	     45.09800000	      0.03930102	      0.03197905	      0.07508123	      0.08385239
   2551.00000000	     45.10000000	      0.03943414	      0.03220789	      0.07492396	      0.08357120
   2552.00000000	     45.10200000	      0.03956439	      0.03244248	      0.07477010	      0.08328373
   2553.00000000	     45.10400000	      0.03969176	      0.03268285	      0.07461966	      0.08298996
   2554.00000000	     45.10600000	      0.03981619	      0.03292895	      0.07447272	      0.08268997
   2555.00000000	     45.10800000	      0.03993762	      0.03318063	      0.07432934	      0.08238392
   2556.00000000	     45.11000000	      0.04005596	      0.03343774	      0.07418961	      0.08207201
   2557.00000000	     45.11200000	      0.04017108	      0.03370001	      0.07405370	      0.08175457
   2558.00000000	     45.11400000	      0.04028285	      0.03396711	      0.07392176	      0.08143198
   2559.00000000	     45.11600000	      0.04039109	      0.03423863	      0.07379399	      0.08110472
   2560.00000000	     45.11800000	      0.04049560	      0.03451411	      0.07367063	      0.08077335
   2561.00000000	     45.12000000	      0.04059618	      0.03479289	      0.07355192	      0.08043861
   2562.00000000	     45.12200000	      0.04069258	      0.03507438	      0.07343814	      0.08010122
   2563.00000000	     45.12400000	      0.04078458	      0.03535777	      0.07332956	      0.07976209
   2564.00000000	     45.12600000	      0.04087195	      0.03564218	      0.07322645	      0.07942226
   2565.00000000	     45.12800000	      0.04095438	      0.03592695	      0.07312917	      0.07908248
   2566.00000000	     45.13000000	      0.04103166	      0.03621125	      0.07303797	      0.07874368
   2567.00000000	     45.13200000	      0.04110357	      0.03649393	      0.07295311	      0.07840722
   2568.00000000	     45.13400000	      0.04116989	      0.03677403	      0.07287485	      0.07807418
   2569.00000000	     45.13600000	      0.04123042	      0.03705058	      0.07280341	      0.07774570
   2570.00000000	     45.13800000	      0.04128501	      0.03732259	      0.07273900	      0.07742287
   2571.00000000	     45.14000000	      0.04133348	      0.03758915	      0.07268180	      0.07710678
   2572.00000000	     45.14200000	      0.04137572	      0.03784938	      0.07263195	      0.07679840
   2573.00000000	     45.14400000	      0.04141164	      0.03810241	      0.07258956	      0.07649874
   2574.00000000	     45.14600000	      0.04144120	      0.03834751	      0.07255468	      0.07620862
   2575.00000000	     45.14800000	      0.04146435	      0.03858403	      0.07252736	      0.07592881
   2576.00000000	     45.15000000	      0.04148112	      0.03881143	      0.07250757	      0.07565989
   2577.00000000	     45.15200000	      0.04149159	      0.03902922	      0.07249522	      0.07540243
   2578.00000000	     45.15400000	      0.04149584	      0.03923684	      0.07249020	      0.07515707
   2579.00000000	     45.15600000	      0.04149397	      0.03943410	      0.07249241	      0.07492401
   2580.00000000	     45.15800000	      0.04148610	      0.03962100	      0.07250170	      0.07470324
   2581.00000000	     45.16000000	      0.04147243	      0.03979744	      0.07251783	      0.07449486
   2582.00000000	     45.16200000	      0.04145311	      0.03996358	      0.07254063	      0.07429868
   2583.00000000	     45.16400000	      0.04142837	      0.04011950	      0.07256982	      0.07411459
   2584.00000000	     45.16600000	      0.04139843	      0.04026550	      0.07260515	      0.07394224
   2585.00000000	     45.16800000	      0.04136350	      0.04040193	      0.07264637	      0.07378119
   2586.00000000	     45.17000000	      0.04132384	      0.04052919	      0.07269318	      0.07363098
   2587.00000000	     45.17200000	      0.04127966	      0.04064778	      0.07274531	      0.07349102
   2588.00000000	     45.17400000	      0.04123122	      0.04075822	      0.07280248	      0.07336067
   2589.00000000	     45.17600000	      0.04117876	      0.04086096	      0.07286438	      0.07323942
   2590.00000000	     45.17800000	      0.04112251	      0.04095656	      0.07293076	      0.07312660
   2591.00000000	     45.18000000	      0.04106277	      0.04104543	      0.07300126	      0.07302172
   2592.00000000	     45.18200000	      0.04099966	      0.04112827	      0.07307574	      0.07292396
   2593.00000000	     45.18400000	      0.04093335	      0.04120555	      0.07315399	      0.07283277
   2594.00000000	     45.18600000	      0.04086414	      0.04127766	      0.07323567	      0.07274767
   2595.00000000	     45.18800000	      0.04079212	      0.04134507	      0.07332067	      0.07266812
   2596.00000000	     45.19000000	      0.04071745	      0.04140813	      0.07340879	      0.07259370
   2597.00000000	     45.19200000	      0.04064024	      0.04146721	      0.07349991	      0.07252399
   2598.00000000	     45.19400000	      0.04056073	      0.04152244	      0.07359375	      0.07245882
   2599.00000000	     45.19600000	      0.04047896	      0.04157405	      0.07369028	      0.07239790
   2600.00000000	     45.19800000	      0.04039508	      0.04162226	      0.07378927	      0.07234102
   2601.00000000	     45.20000000	      0.04030925	      0.04166704	      0.07389059	      0.07228817
   2602.00000000	     45.20200000	      0.04022158	      0.04170844	      0.07399409	      0.07223932
   2603.00000000	     45.20400000	      0.04013210	      0.04174648	      0.07409972	      0.07219443
   2604.00000000	     45.20600000	      0.04004095	      0.04178106	      0.07420733	      0.07215362
   2605.00000000	     45.20800000	      0.03994822	      0.04181215	      0.07431682	      0.07211693
   2606.00000000	     45.21000000	      0.03985402	      0.04183959	      0.07442805	      0.07208455
   2607.00000000	     45.21200000	      0.03975848	      0.04186335	      0.07454087	      0.07205651
   2608.00000000	     45.21400000	      0.03966165	      0.04188336	      0.07465522	      0.07203289
   2609.00000000	     45.21600000	      0.03956362	      0.04189957	      0.07477101	      0.07201376
   2610.00000000	     45.21800000	      0.03946454	      0.04191186	      0.07488805	      0.07199926
   2611.00000000	     45.22000000	      0.03936450	      0.04192023	      0.07500624	      0.07198938
   2612.00000000	     45.22200000	      0.03926357	      0.04192472	      0.07512548	      0.07198408
   2613.00000000	     45.22400000	      0.03916185	      0.04192536	      0.07524568	      0.07198333
