Toe y trajetcoriesendheader

time	leftToe	rightToe	leftCalf	rightCalf
40.61000000	98.70391397	24.43000841	251.35501352	45.34969454
40.61200000	99.45556692	24.41043249	252.06137213	45.45009150
40.61400000	100.02517069	24.44636276	252.65724138	45.55826779
40.61600000	100.62997894	24.47239465	253.13219945	45.39261545
40.61800000	101.15635578	24.48361923	253.51283490	45.78795280
40.62000000	101.39477696	24.48508212	253.80873538	45.60052210
40.62200000	101.77619819	24.52257715	253.93170353	45.93857721
40.62400000	102.00001968	24.51472619	253.99349371	46.03589728
40.62600000	102.17580678	24.54291965	253.96623513	46.12551488
40.62800000	101.90407692	24.52868051	253.71902402	46.23466791
40.63000000	101.74848243	24.55643554	253.38440191	46.11663396
40.63200000	101.62481335	24.58642355	252.94398666	46.43470095
40.63400000	101.32225258	24.56293190	252.37953576	46.28277664
40.63600000	100.83516205	24.59825270	251.66795206	46.65460032
40.63800000	100.36547928	24.59173063	250.87240461	46.51115978
40.64000000	99.85102177	24.60983971	249.88285637	46.87901361
40.64200000	99.44458715	24.57551286	248.83124656	46.97642070
40.64400000	98.83021304	24.59196136	247.62091301	47.13444527
40.64600000	98.13220900	24.58198357	246.25324745	47.07715006
40.64800000	97.26749023	24.57155159	244.81469890	47.21608632
40.65000000	96.48671262	24.58048171	243.25210875	47.38236793
40.65200000	95.56705897	24.57773499	241.53746272	47.53208914
40.65400000	94.68034579	24.58443298	239.71106488	47.67267471
40.65600000	93.79245819	24.56703530	237.86381319	47.67307782
40.65800000	92.84010045	24.56762429	235.74475256	47.85361696
40.66000000	91.79783651	24.57417899	233.66991631	48.30530324
40.66200000	90.84255117	24.58211581	231.32725485	48.51993252
40.66400000	89.63031812	24.56335603	228.81146581	48.70270247
40.66600000	88.63703640	24.58200529	226.39470319	48.48200723
40.66800000	87.04656273	24.58488513	223.92595064	48.97649016
40.67000000	85.87355872	24.59397959	220.78809028	49.37263971
40.67200000	84.43895086	24.59713285	218.04137708	49.23784532
40.67400000	83.20260624	24.59731574	215.11464000	49.93023572
40.67600000	81.83792752	24.55038174	212.11528095	50.42680668
40.67800000	80.46451527	24.57718675	209.04188930	50.70217404
40.68000000	79.10350943	24.56266513	205.91163969	50.79030060
40.68200000	77.50902219	24.58265093	202.63218330	50.98288982
40.68400000	76.20081276	24.56012745	199.34876765	50.92819996
40.68600000	74.97789116	24.53787066	195.96521959	51.31015845
40.68800000	73.49667533	24.60115908	192.49195775	52.14627609
40.69000000	72.08087875	24.22337498	188.96439941	52.75881115
40.69200000	70.49070197	24.26483454	185.37803978	53.24797813
40.69400000	69.19149186	24.45972567	181.34858444	53.73141340
40.69600000	67.60894148	24.43212333	178.07058856	54.32228940
40.69800000	66.10466039	24.47529604	174.38670861	54.87091755
40.70000000	64.95838140	24.41901430	170.60761577	55.46936504
40.70200000	63.48816460	24.43265605	166.85712125	56.08106074
40.70400000	62.16760811	24.39069109	162.99634663	56.67632991
40.70600000	60.86295032	24.39147684	159.16170570	57.32695968
40.70800000	59.72115715	24.77239146	155.23070851	57.96298814
40.71000000	58.59933973	25.01912263	151.37246678	58.69125558
40.71200000	57.39749190	24.92115355	147.55708437	59.40361110
40.71400000	56.31836842	24.94425589	143.75564838	60.13262286
40.71600000	55.23404850	24.99384234	139.96720807	60.83450528
40.71800000	54.06031034	25.01897947	136.00804536	61.73964386
40.72000000	52.99723356	25.06348731	132.54392547	62.48724811
40.72200000	51.92369668	25.10890414	128.71111975	63.25833352
40.72400000	50.99703266	24.70101569	124.85348695	64.07043101
40.72600000	50.03604462	24.70136865	121.33003111	64.91804103
40.72800000	49.13459351	24.65898100	117.65709149	65.72434079
40.73000000	48.43714443	24.80261402	114.03054105	66.55525834
40.73200000	47.82205214	24.78776812	110.52727541	67.38712437
40.73400000	47.18659524	24.59217034	106.98395811	68.27689571
40.73600000	46.70114374	24.85864931	103.58544689	69.18217410
40.73800000	46.32130724	24.60401575	100.14542564	70.03598212
40.74000000	46.11438757	24.70024546	96.23955316	70.98711929
40.74200000	45.93132606	24.92632951	93.06773478	71.88526220
40.74400000	45.81579837	24.70434207	88.58614922	72.84261832
40.74600000	45.81933136	25.03531831	85.71786477	73.77159310
40.74800000	45.61220405	25.10557105	83.24962022	74.74791436
40.75000000	45.92214737	25.01665790	81.25834524	75.71827349
40.75200000	46.20036280	25.04350313	78.72224223	76.74964494
40.75400000	46.67887377	25.21621084	76.28292020	77.76738567
40.75600000	47.28140720	25.24346620	73.60994771	78.79039599
40.75800000	47.88231470	25.29662038	70.88840655	79.84808178
40.76000000	48.84835006	25.30165581	68.75640408	80.91507608
40.76200000	49.68253974	25.32032107	66.81451202	81.97844692
40.76400000	50.52518447	25.41314289	65.01716844	83.10517263
40.76600000	51.33973413	25.30747661	63.33210471	84.20558197
40.76800000	52.48216243	24.77634933	61.82778805	85.35483290
40.77000000	53.64438826	24.87312515	60.28861282	86.54362429
40.77200000	55.85213530	24.99074759	59.16583751	87.62162871
40.77400000	56.98283648	25.10035356	58.10290930	88.81897711
40.77600000	58.33162923	25.21321054	57.22119444	90.00185359
40.77800000	59.60835486	25.39705899	56.47078756	91.20489221
40.78000000	61.23742057	25.45425560	55.89305562	92.46031012
40.78200000	63.09569039	25.67181644	55.43016680	93.75853365
40.78400000	64.76577433	25.75845883	55.07114195	94.98935255
40.78600000	66.53879607	25.94346108	54.80236246	96.24794216
40.78800000	68.25660104	26.11014412	54.69234162	97.53736301
40.79000000	69.94453354	26.26156559	54.59466199	98.86346816
40.79200000	71.64157445	26.47488001	54.64193456	100.19573793
40.79400000	73.31188213	26.59031466	54.70845192	101.54298955
40.79600000	74.82530786	26.82909656	54.85392417	102.84421343
40.79800000	76.23801649	26.97292192	54.99496064	104.23559094
40.80000000	77.52638232	27.19686125	55.14653936	105.64408973
40.80200000	78.70572436	27.36314179	55.32324709	107.10849834
40.80400000	79.70780611	27.74994661	55.53996145	108.55484462
40.80600000	80.63157542	28.01227653	55.63510862	110.01455964
40.80800000	81.38752218	27.99826582	55.78494295	111.51976978
40.81000000	81.92390643	28.24354012	55.86724502	113.06529983
40.81200000	82.40029829	28.47390310	55.89147507	114.63083752
40.81400000	82.71067213	28.72961831	55.84662015	116.24420105
40.81600000	82.84921073	29.02651391	55.75914093	117.81643922
40.81800000	82.87803297	29.25787468	55.56423468	119.63559060
40.82000000	82.79083706	29.61198849	55.28854416	121.10585380
40.82200000	82.56321140	29.86683737	54.90166455	122.93465300
40.82400000	82.18734369	30.23158625	54.51196303	124.68480555
40.82600000	81.75082551	30.53564880	53.93818225	126.36716347
40.82800000	81.06183963	30.80509942	53.31085010	128.09423585
40.83000000	80.28538613	31.18151455	52.70180352	129.80270509
40.83200000	79.35769312	31.45661647	51.91108105	131.61010822
40.83400000	78.32990691	31.83402542	51.08845157	133.33382103
40.83600000	77.05939508	32.14655666	50.24249030	135.09668676
40.83800000	75.73799696	32.51044717	49.32615506	136.89228687
40.84000000	74.29771689	32.86843295	48.38330290	138.65265724
