ANALOG
2000.000000,Hz
Sample #,Fx1,Fy1,Fz1,Mx1,My1,Mz1,RMG,LMG,RTA,LTA,SPEED,MP,S1,SYNC
Units:,N,N,N,Nmm,Nmm,Nmm,V,V,V,V,V,V,V,V
23311,0.744189,0.026678,-1.003277,7.521808,13.048461,-13.398453,0.000008,-0.000017,0.000000,0.000008,-0.047946,0.016064,0.001221,1.249962
23312,0.647764,0.045679,-1.200564,9.898186,-22.612383,-11.283075,0.000005,-0.000027,-0.000001,0.000012,-0.053287,0.019116,0.001602,1.249962
23313,0.580646,0.042042,-1.342695,-7.865634,-15.397975,5.846641,0.000006,-0.000046,-0.000009,0.000009,-0.051913,0.017896,0.001411,1.249962
23314,0.559421,0.040664,-1.092992,-7.692544,-27.917189,-2.815398,0.000005,-0.000012,-0.000011,0.000006,-0.052066,0.016522,0.001144,1.249962
23315,0.576551,0.037935,-1.217217,-5.283590,-7.566384,-7.256371,0.000007,0.000132,-0.000001,0.000004,-0.051913,0.017133,0.002289,1.249962
23316,0.468093,-0.034622,-1.329342,-6.352673,-3.941387,-12.228205,0.000005,-0.000405,-0.000001,0.000005,-0.054050,0.016980,0.000725,0.335655
23317,0.472255,-0.136849,-1.236589,-4.439153,-1.936514,-13.996613,0.000004,0.000335,-0.000002,0.000002,-0.050235,0.016980,0.000725,0.345345
23318,0.410315,-0.072313,-1.226895,7.912313,-7.904297,-4.611649,0.000005,0.000158,-0.000003,0.000008,-0.051913,0.016064,0.000687,0.344887
23319,0.466166,-0.166600,-1.117369,-3.028066,-1.785399,-20.706852,0.000005,0.000130,-0.000002,0.000011,-0.050388,0.016675,0.000916,0.346527
23320,0.399715,-0.107177,-1.184346,-0.876745,5.885274,-14.520506,-0.000000,-0.000010,0.000001,0.000001,-0.050998,0.016064,0.001488,0.344810
23321,0.594724,-0.146732,-0.951862,20.903332,6.529714,-32.565437,0.000005,0.000009,0.000001,0.000005,-0.047946,0.017285,0.000534,1.249962
23322,0.396176,-0.086096,-1.087031,-11.626052,-5.728086,-17.201950,0.000007,-0.000085,0.000008,0.000002,-0.050998,0.019269,0.001602,1.249962
23323,0.384168,-0.073388,-1.185860,2.119907,-15.082553,-12.064301,0.000005,0.000002,0.000006,0.000002,-0.051456,0.013928,0.001373,1.249962
23324,0.481087,-0.052200,-1.138345,3.476791,-7.005094,-15.063050,0.000006,0.000001,0.000000,0.000012,-0.051608,0.018048,0.001259,1.249962
23325,0.558435,-0.041311,-1.332297,-2.622267,-6.666642,-3.137247,0.000006,-0.000007,-0.000005,-0.000009,-0.049167,0.022626,0.001144,1.249962
23326,0.534610,-0.080515,-1.171484,2.592939,-16.061329,-15.958114,0.000004,-0.000024,-0.000003,0.000001,-0.055118,0.015759,0.001411,0.342560
23327,0.435057,0.007500,-1.307334,-8.000097,-9.269653,-8.037522,0.000007,-0.000046,0.000005,0.000007,-0.049625,0.017285,0.001488,0.342484
23328,0.521909,-0.028072,-1.321987,0.141115,-8.230165,-5.606756,0.000007,-0.000016,-0.000002,0.000005,-0.049167,0.016370,0.001183,0.344772
23329,0.532183,0.034420,-1.237636,-7.741849,-11.726564,-8.706556,0.000006,0.000004,-0.000005,0.000000,-0.051608,0.016675,0.000801,0.340424
23330,0.576523,0.029967,-1.244252,1.075650,-11.078466,0.394829,0.000003,-0.000011,-0.000006,0.000001,-0.051151,0.014844,0.001030,0.339584
23331,0.759145,-0.003279,-1.250378,-3.263662,18.981205,-11.119348,0.000007,-0.000022,-0.000006,0.000000,-0.048404,0.021710,0.001450,1.249962
23332,0.507189,0.111973,-1.253588,-1.841268,-11.331573,5.224536,0.000007,-0.000035,-0.000010,0.000010,-0.049625,0.022321,0.004044,1.249962
23333,0.459039,0.045206,-1.262304,2.986072,-25.324411,-1.749711,0.000007,0.000010,-0.000002,0.000018,-0.050235,0.018353,0.000153,1.249962
23334,0.317635,0.045126,-1.282046,-24.691320,-20.344471,11.852309,0.000006,0.000058,-0.000005,0.000007,-0.051456,0.016827,0.000496,1.249962
23335,0.387625,0.069189,-1.064587,-8.302104,-13.800507,2.536215,0.000008,0.000113,-0.000001,0.000011,-0.052982,0.016217,0.001373,1.249962
23336,0.397279,0.037133,-1.275931,1.461664,-14.768135,1.658043,0.000001,-0.000342,-0.000002,0.000013,-0.054507,0.012402,0.000648,0.351944
23337,0.449067,0.137112,-1.179004,-3.447243,-14.727129,17.461378,0.000010,-0.000017,0.000005,0.000007,-0.051761,0.015912,0.000687,0.341377
23338,0.393964,0.028137,-1.185637,-6.042778,-17.943684,2.089524,0.000005,0.000246,0.000001,0.000006,-0.050082,0.016217,0.000458,0.343742
23339,0.402737,0.036309,-1.159911,-13.100549,-18.282557,1.695269,0.000001,0.000079,-0.000002,0.000005,-0.052219,0.019116,0.001373,0.338020
23340,0.476263,0.002219,-1.222360,9.881184,-2.290473,-3.196299,-0.000002,0.000048,0.000003,0.000005,-0.052219,0.016522,0.000687,0.345154
23341,0.635432,-0.057888,-1.056865,13.408799,10.425571,-9.697986,-0.000000,0.000024,0.000003,0.000004,-0.048404,0.023084,-0.000038,1.249962
23342,0.369442,0.033141,-0.889508,10.575841,-28.347551,5.867293,-0.000004,-0.000012,-0.000002,0.000001,-0.051608,0.016675,0.000381,1.249962
23343,0.422754,-0.025928,-1.178704,2.740353,-19.431705,-9.515272,-0.000003,-0.000073,-0.000005,0.000001,-0.052829,0.018048,0.001030,1.249962
23344,0.406047,-0.035514,-0.956810,19.059305,-6.319167,-10.141137,0.000014,-0.000073,-0.000002,0.000003,-0.051303,0.018048,-0.000114,1.249962
23345,0.395937,0.051220,-1.146419,-21.378143,-9.860058,1.253536,0.000027,-0.000050,-0.000000,0.000016,-0.051303,0.018048,-0.000229,1.249962
23346,0.333435,-0.023713,-1.104369,-4.726763,-6.730522,-15.768599,0.000012,-0.000155,-0.000001,0.000009,-0.054202,0.017438,0.000916,0.341873
23347,0.385481,0.001189,-1.167355,-15.224656,-20.807774,-11.082559,0.000011,-0.000381,-0.000005,0.000010,-0.049319,0.016064,0.000534,0.336876
23348,0.299308,-0.020054,-1.353212,-1.768315,-30.181969,-15.653687,0.000011,0.000740,-0.000003,0.000003,-0.049625,0.016217,0.001373,0.342903
23349,0.500036,0.044818,-1.247495,4.739951,-3.679563,-3.057461,0.000014,0.000053,-0.000004,0.000003,-0.050693,0.015607,0.001526,0.339661
23350,0.508849,0.051846,-1.366414,9.957286,2.824405,-6.216453,0.000012,-0.000011,-0.000003,0.000004,-0.050998,0.016980,0.000610,0.344353
23351,0.644272,0.036760,-1.025614,20.434103,12.745509,-24.368391,0.000004,0.000275,-0.000005,0.000003,-0.047794,0.018353,0.001068,1.249962
23352,0.578034,0.067039,-1.351175,-4.000247,-9.318221,-2.018640,-0.000008,-0.000039,-0.000006,0.000006,-0.050693,0.017743,0.000191,1.249962
23353,0.552685,0.081968,-1.302805,-6.633418,-4.325167,-6.080141,-0.000001,-0.000183,-0.000006,-0.000001,-0.055576,0.017438,0.000572,1.249962
23354,0.564530,0.045499,-1.341557,-6.370353,-0.596006,-5.865404,0.000003,0.000038,-0.000003,-0.000008,-0.050388,0.016522,0.000992,1.249962
23355,0.508861,0.070956,-1.381956,-7.195756,-10.673557,6.772564,0.000005,-0.000114,0.000005,0.000001,-0.050082,0.019574,0.000076,1.249962
23356,0.567566,0.041242,-1.388448,-3.954275,-4.583436,-4.447197,0.000003,-0.000315,0.000008,0.000007,-0.056033,0.016675,0.001068,0.340195
23357,0.431330,0.085011,-1.323518,3.406253,12.661140,-6.651287,0.000001,-0.000097,0.000006,0.000007,-0.051151,0.017133,0.000763,0.332260
23358,0.462869,0.014293,-1.430111,9.089007,-7.067020,-5.248134,0.000003,0.000101,0.000008,0.000016,-0.049777,0.016980,0.000420,0.344925
23359,0.464202,0.106282,-1.426643,-6.469359,-11.535460,15.932033,0.000009,0.000169,0.000011,0.000005,-0.052219,0.015759,0.000725,0.345650
23360,0.517842,0.101786,-1.532648,5.667251,1.765701,-0.368984,0.000007,0.000000,0.000012,0.000005,-0.050388,0.016522,0.000725,0.343170
23361,0.686671,0.064279,-1.121596,14.844300,7.200462,-5.341568,0.000012,-0.000011,0.000064,0.000009,-0.047183,0.018201,0.001144,1.249962
23362,0.475827,0.115875,-1.528252,-0.313223,-7.727051,2.742848,0.000007,-0.000019,-0.000090,0.000006,-0.050082,0.018658,0.000267,1.249962
23363,0.520163,0.049297,-1.564367,8.923435,-11.233709,-3.153477,0.000011,-0.000156,-0.000106,0.000002,-0.051303,0.018048,0.000916,1.249962
23364,0.539994,0.065333,-1.484926,14.756406,-6.013162,4.220891,0.000008,0.000022,0.000008,0.000003,-0.052676,0.018353,0.001411,1.249962
23365,0.394886,0.067378,-1.487980,-3.770022,-10.892702,1.997386,0.000011,0.000032,0.000016,-0.000001,-0.051456,0.017285,0.000610,1.249962
23366,0.529384,0.048383,-1.448983,-9.119184,1.755446,-10.894040,0.000008,-0.000040,-0.000009,0.000006,-0.054202,0.019269,0.001221,0.343018
23367,0.520167,0.042478,-1.235375,14.731365,1.876214,-4.837839,0.000009,-0.000138,0.000035,0.000006,-0.050388,0.016980,-0.000191,0.341759
23368,0.567241,0.017423,-1.696493,18.466862,-6.610534,-4.242660,0.000008,0.000190,0.000121,0.000000,-0.051303,0.016370,0.000229,0.341606
23369,0.554821,0.054431,-1.425498,5.471807,-2.486675,-6.077500,0.000004,0.000248,-0.000008,0.000003,-0.051151,0.014081,0.000420,0.343666
23370,0.664090,0.013708,-1.316936,12.511721,6.413214,-10.358767,0.000007,0.000005,-0.000042,0.000002,-0.050845,0.016522,0.002060,0.345078
23371,0.857372,-0.040357,-1.223776,25.345963,21.649487,-18.939877,0.000006,0.000131,-0.000007,-0.000005,-0.044894,0.013165,-0.000153,1.249962
23372,0.600496,0.024015,-1.229940,14.094211,-2.164305,-4.019201,-0.000000,-0.000230,-0.000021,0.000003,-0.050845,0.016370,0.000305,1.249962
23373,0.635171,-0.055290,-1.399911,9.328842,-4.362188,-5.591786,0.000005,-0.000076,-0.000020,0.000004,-0.050540,0.018658,0.000458,1.249962
23374,0.712681,0.022989,-1.343608,1.931518,7.503122,-3.345830,0.000013,0.000254,-0.000006,0.000005,-0.050998,0.019116,0.000648,1.249962
23375,0.622926,0.052364,-1.428222,5.256744,-7.244301,8.205057,0.000003,0.000007,-0.000007,0.000005,-0.051151,0.018811,0.001068,1.249962
23376,0.637730,0.059200,-1.407105,-2.263147,6.506548,1.717004,0.000005,-0.000059,0.000006,0.000009,-0.055576,0.016675,0.000305,0.340996
23377,0.636242,0.079473,-1.346897,9.017157,-5.371881,3.982344,0.000003,0.000091,0.000011,0.000007,-0.051608,0.014539,-0.000038,0.346565
23378,0.576927,-0.026706,-1.178722,-4.160708,8.595277,-3.731730,0.000005,0.000039,0.000015,0.000007,-0.053287,0.016827,0.001869,0.344543
23379,0.545765,0.098669,-1.450466,-2.455723,8.732160,10.371456,0.000008,-0.000160,0.000006,0.000001,-0.051913,0.017590,-0.000534,0.343399
23380,0.557305,0.090573,-1.352071,0.615629,12.238314,10.963683,0.000004,-0.000001,0.000007,0.000007,-0.051303,0.015759,-0.000191,0.341492
23381,0.656107,0.022096,-1.054256,-2.149565,32.981636,-5.232800,0.000009,0.000002,0.000040,0.000004,-0.048709,0.018506,0.000610,1.249962
23382,0.548139,0.041015,-1.335912,2.943028,-6.326619,15.928052,0.000009,0.000035,0.000056,0.000004,-0.052371,0.014539,0.000916,1.249962
23383,0.490385,0.017742,-1.371030,1.233864,-5.877059,-3.256167,0.000007,-0.000024,-0.000121,0.000003,-0.051608,0.018201,0.001640,1.249962
23384,0.548399,0.039848,-1.190217,5.338462,20.224037,6.240552,0.000007,-0.000105,-0.000158,0.000005,-0.050388,0.018353,0.001030,1.249962
23385,0.586787,0.017755,-1.309098,1.143171,5.576839,0.741730,0.000005,0.000044,0.000017,0.000009,-0.050998,0.016522,0.000954,1.249962
23386,0.635488,-0.034639,-1.388022,10.700554,7.046157,-5.750281,0.000001,0.000054,0.000067,0.000006,-0.054355,0.016522,0.000229,0.342522
23387,0.465189,0.025280,-1.422197,4.813469,13.699134,-10.229323,0.000005,-0.000005,0.000196,0.000002,-0.052219,0.011029,0.001259,0.339775
23388,0.711808,-0.003946,-1.381289,8.174623,11.254365,-5.867424,0.000007,-0.000026,-0.000143,0.000007,-0.051151,0.016827,0.001755,0.352440
23389,0.709525,0.177665,-1.124320,-4.705215,29.955368,12.127267,0.000004,-0.000051,0.000094,0.000004,-0.050845,0.016827,0.001488,0.339317
23390,0.654931,0.029978,-1.475665,-5.081762,-14.968356,3.163812,0.000003,0.000014,-0.000073,0.000004,-0.050998,0.016827,0.001869,0.339508
23391,0.808122,0.067387,-1.131565,15.890239,15.223177,-10.801172,0.000006,-0.000000,0.000120,0.000010,-0.048862,0.016370,0.001183,1.249962
23392,0.670592,-0.014830,-1.327916,5.265033,-2.505298,4.553388,0.000010,-0.000012,-0.000116,0.000006,-0.050845,0.017438,0.001526,1.249962
23393,0.672183,0.028834,-1.487531,11.081542,-7.238936,0.594918,0.000007,0.000178,-0.000110,0.000002,-0.052371,0.017743,0.001106,1.249962
23394,0.613533,-0.080882,-1.466641,1.995610,-2.418421,-17.571539,0.000008,-0.000137,0.000029,0.000003,-0.053134,0.018353,0.000763,1.249962
23395,0.540192,-0.027979,-1.495215,18.243309,2.173560,-2.987504,0.000005,-0.000115,0.000033,0.000003,-0.051151,0.018964,0.001259,1.249962
23396,0.595759,-0.006668,-1.449803,7.351146,13.807586,-10.457604,0.000008,0.000046,0.000030,0.000005,-0.054507,0.016827,0.001068,0.342331
23397,0.465841,0.010020,-1.500051,-2.048250,1.655799,1.406010,0.000008,0.000039,0.000049,0.000010,-0.052066,0.014539,0.002022,0.343285
23398,0.450133,0.039843,-1.503545,7.765244,24.424740,2.745097,0.000006,0.000047,0.000036,0.000008,-0.050998,0.016064,-0.000076,0.330658
23399,0.424086,-0.007184,-1.306421,-3.305418,13.599930,-5.936115,0.000005,0.000025,0.000068,0.000009,-0.052982,0.016980,0.000153,0.344162
23400,0.403410,0.034765,-1.413059,1.216160,9.955756,10.014848,0.000003,-0.000139,-0.000107,0.000003,-0.050998,0.016370,0.000496,0.342636
23401,0.548333,0.045424,-1.200117,26.169043,28.769417,0.424242,0.000007,-0.000035,-0.000209,-0.000002,-0.048251,0.016675,0.000610,1.249962
23402,0.501297,0.097181,-1.255768,10.454930,15.990314,10.906465,0.000012,0.000045,0.000043,0.000006,-0.049777,0.017896,0.001450,1.249962
23403,0.584196,0.098358,-1.422212,23.077477,1.638184,5.416537,0.000006,0.000087,0.000097,0.000005,-0.052676,0.018048,0.001755,1.249962
23404,0.562916,0.054660,-1.363952,15.136356,4.454430,6.420198,0.000006,0.000056,0.000071,0.000002,-0.051761,0.018201,0.000687,1.249962
23405,0.573415,0.098545,-1.304945,-4.393052,10.247364,14.806562,0.000006,0.000029,0.000025,0.000003,-0.052524,0.015759,0.000992,1.249962
23406,0.609958,0.053809,-1.303300,14.668113,4.542873,2.614211,0.000003,-0.000027,-0.000017,0.000002,-0.054355,0.015607,0.000267,0.342979
23407,0.615403,0.056053,-1.384824,10.802382,17.238375,9.724923,0.000001,-0.000057,-0.000023,0.000008,-0.049625,0.017590,0.000687,0.342903
23408,0.502856,0.005466,-1.374977,6.238037,10.630763,-1.991501,0.000006,0.000044,-0.000020,0.000011,-0.050845,0.016522,0.000114,0.344124
23409,0.554238,0.069947,-1.270503,10.766384,32.821537,1.372300,0.000005,-0.000015,-0.000023,0.000007,-0.052066,0.016522,0.000381,0.342789
23410,0.495073,-0.011307,-1.246858,12.654590,26.924414,-8.417296,0.000006,-0.000045,0.000123,0.000005,-0.050845,0.013623,0.000648,0.341873
23411,0.609674,0.038156,-1.234390,34.666111,32.625416,-9.544871,0.000006,0.000021,-0.000041,0.000004,-0.047946,0.017590,0.000801,1.249962
23412,0.512996,0.085749,-1.344006,9.055495,11.372930,7.872509,0.000001,-0.000110,-0.000071,0.000004,-0.051303,0.023846,0.001488,1.249962
23413,0.457555,-0.025077,-1.248729,4.153938,15.383448,-5.524310,0.000006,0.000027,-0.000026,0.000005,-0.050998,0.017896,0.000305,1.249962
23414,0.462545,-0.014815,-1.453415,8.267460,22.427904,-0.406589,0.000007,0.000123,-0.000003,0.000005,-0.051456,0.018201,0.000343,1.249962
23415,0.344619,-0.026167,-1.362041,12.054563,7.910860,-1.015750,0.000005,0.000022,-0.000000,0.000005,-0.050998,0.018353,0.000610,1.249962
23416,0.390989,-0.001257,-1.361321,-11.072080,12.905073,7.590516,0.000007,-0.000159,0.000006,0.000001,-0.054660,0.016675,0.001106,0.342903
23417,0.497679,0.007954,-1.607631,3.337558,16.058050,5.171872,0.000006,-0.000142,0.000011,0.000004,-0.051913,0.016675,-0.000153,0.343323
23418,0.447632,0.046457,-1.339375,8.005734,11.307106,13.104617,0.000006,0.000138,0.000013,0.000006,-0.051303,0.014539,-0.000229,0.345078
23419,0.442724,-0.053103,-1.358942,5.445402,15.987944,-2.866115,0.000009,0.000171,0.000006,0.000010,-0.051303,0.007520,0.000114,0.346680
23420,0.534684,0.037914,-1.248854,2.509429,28.704704,6.324276,0.000004,-0.000002,0.000001,0.000006,-0.051608,0.015912,0.000610,0.340424
23421,0.720962,-0.006333,-1.115855,27.364119,30.050304,-19.084446,0.000005,-0.000076,-0.000004,0.000003,-0.047946,0.018048,0.001068,1.249962
23422,0.609433,0.014250,-1.321918,16.701426,13.547577,10.061746,0.000006,0.000038,-0.000002,0.000001,-0.054355,0.016522,-0.000229,1.249962
23423,0.606089,-0.038178,-1.494411,11.745674,24.032614,-9.475181,0.000009,0.000011,0.000004,-0.000002,-0.050845,0.018658,0.001144,1.249962
23424,0.654393,0.024452,-1.197002,5.190119,20.008520,11.839810,-0.000000,0.000003,-0.000001,0.000004,-0.050235,0.017438,0.000381,1.249962
23425,0.715857,0.042867,-1.491620,24.222483,11.279041,9.365976,0.000004,-0.000008,-0.000001,0.000008,-0.050998,0.018353,0.000534,1.249962
23426,0.708527,-0.042830,-1.450886,6.581570,19.148605,1.570244,0.000006,-0.000022,0.000002,0.000006,-0.053287,0.017133,0.000648,0.342979
23427,0.761528,-0.039206,-1.346302,20.950077,22.669708,5.795179,0.000009,-0.000023,0.000002,0.000005,-0.051151,0.016370,0.001450,0.341949
23428,0.760229,-0.031454,-1.451355,7.413541,17.184544,9.571225,0.000006,-0.000011,-0.000004,0.000004,-0.051303,0.023084,0.001183,0.340309
23429,0.698585,-0.013882,-1.416928,-0.047582,20.677063,0.592575,0.000004,-0.000012,0.000006,0.000009,-0.050845,0.016064,0.000648,0.348511
23430,0.718703,-0.071350,-1.354628,6.851555,25.365065,-2.126719,0.000005,-0.000008,0.000017,-0.000001,-0.050998,0.016370,0.001373,0.343285
23431,0.767488,-0.004845,-1.085001,20.452339,44.388832,-11.180641,0.000006,-0.000002,0.000032,0.000006,-0.048557,0.017743,0.001640,1.249962
23432,0.608751,0.050147,-1.304160,8.784260,17.948484,2.971570,0.000009,0.000001,0.000019,0.000006,-0.050693,0.017438,0.001068,1.249962
23433,0.625508,0.045043,-1.308836,11.532178,31.329979,7.812647,0.000004,-0.000001,-0.000188,0.000005,-0.051303,0.015607,0.001183,1.249962
23434,0.539395,-0.025279,-1.339095,12.945607,12.097889,-2.040664,0.000005,0.000007,-0.000033,0.000002,-0.050540,0.018201,0.002022,1.249962
23435,0.479559,-0.006503,-1.367234,6.991714,18.475182,-6.845466,0.000009,0.000041,0.000042,0.000003,-0.050693,0.019269,0.000343,1.249962
23436,0.552097,0.051939,-1.383085,11.732501,10.887456,5.995012,0.000009,-0.000035,0.000036,0.000004,-0.053439,0.016675,0.000725,0.345039
23437,0.534952,0.010594,-1.191266,15.771138,21.482000,6.716282,-0.000004,-0.000035,0.000062,0.000003,-0.051456,0.015759,0.001717,0.344734
23438,0.517789,-0.052391,-1.212781,26.665869,9.067886,-1.365146,0.000001,0.000045,0.000066,0.000004,-0.051303,0.016064,-0.001144,0.343666
23439,0.493112,-0.036677,-1.272079,14.418795,7.206761,-5.275354,0.000004,-0.000063,0.000096,0.000007,-0.051303,0.015759,0.000877,0.354538
23440,0.605189,-0.127625,-1.352415,15.123816,13.931648,1.586433,0.000010,0.000068,-0.000326,0.000007,-0.052676,0.016827,0.000458,0.344124
23441,0.617974,-0.054881,-1.130968,29.551170,32.298347,-13.656279,0.000006,0.000076,-0.000124,0.000005,-0.046878,0.016827,0.001755,1.249962
23442,0.576773,-0.002514,-1.193685,14.343100,20.291195,3.434307,0.000010,0.000055,0.000182,0.000004,-0.051913,0.019269,0.001450,1.249962
23443,0.565816,-0.076659,-1.282455,12.987770,21.920174,0.549484,0.000002,-0.000015,0.000080,0.000003,-0.050693,0.018201,0.001564,1.249962
23444,0.549539,-0.028417,-1.280192,9.796657,24.422115,5.758645,0.000005,-0.000029,0.000032,0.000001,-0.050540,0.018353,0.001793,1.249962
23445,0.534623,0.010117,-1.383456,16.539921,10.410061,19.246876,0.000005,-0.000018,-0.000057,0.000003,-0.051913,0.018201,0.002022,1.249962
23446,0.628625,-0.024369,-1.342047,8.433797,12.627962,4.062680,0.000007,-0.000060,-0.000015,0.000009,-0.054050,0.017590,0.000267,0.343933
23447,0.582424,-0.066572,-1.520345,-2.120796,4.657883,-0.256989,0.000005,-0.000061,-0.000003,0.000006,-0.051913,0.016675,0.000916,0.340118
23448,0.489474,-0.031794,-1.260974,17.064659,25.476973,1.810961,0.000003,0.000038,0.000011,-0.000003,-0.051151,0.013623,0.000839,0.343056
23449,0.529015,-0.034201,-1.424639,-1.246498,29.473183,14.351380,0.000005,0.000004,0.000026,-0.000001,-0.051303,0.015302,0.001755,0.341530
23450,0.572343,-0.001958,-1.313177,17.495680,19.279551,12.005998,0.000006,0.000009,0.000003,0.000003,-0.050235,0.016217,-0.000534,0.342712
23451,0.712783,-0.049099,-1.057839,27.588297,51.706192,-8.494903,0.000004,0.000004,-0.000004,0.000003,-0.047641,0.017285,-0.000076,1.249962
23452,0.550340,-0.038463,-1.384672,19.453772,29.303684,6.649819,0.000004,0.000003,-0.000006,-0.000003,-0.049930,0.017438,0.001183,1.249962
23453,0.534426,0.068093,-1.291766,8.857452,11.051832,9.589591,0.000004,-0.000007,-0.000007,0.000010,-0.051456,0.017438,0.000305,1.249962
23454,0.570763,0.001573,-1.281799,6.826301,39.108490,-1.294215,0.000006,-0.000033,0.000010,0.000008,-0.052829,0.015912,0.001602,1.249962
23455,0.550003,0.054429,-1.403908,6.531221,13.082451,2.965312,0.000008,-0.000011,0.000013,0.000003,-0.049625,0.016827,0.000343,1.249962
23456,0.587444,-0.041092,-1.268546,12.953435,9.632276,-5.563185,0.000007,0.000076,-0.000009,0.000007,-0.054202,0.018048,0.000267,0.342789
23457,0.510603,-0.024648,-1.537728,21.280920,45.258663,7.299889,0.000004,-0.000034,-0.000021,0.000008,-0.050082,0.025677,-0.000458,0.346642
23458,0.554516,-0.026526,-1.251445,-1.972816,19.432579,-12.472673,0.000006,0.000087,-0.000023,0.000006,-0.050845,0.016370,0.000572,0.343666
23459,0.583787,-0.035572,-1.102526,10.359482,3.629516,1.602552,0.000006,0.000010,-0.000016,0.000004,-0.051761,0.016675,0.000610,0.343590
23460,0.526807,0.058357,-1.324686,20.076849,15.245205,3.886387,0.000007,-0.000007,0.000031,0.000005,-0.052219,0.016522,-0.000038,0.345879
23461,0.779422,-0.071027,-1.143960,30.792542,36.403160,-23.209612,0.000003,0.000006,0.000036,0.000004,-0.046268,0.017133,0.000954,1.249962
23462,0.538096,-0.015737,-1.388969,12.515955,11.845180,0.051340,0.000007,-0.000121,-0.000017,0.000007,-0.049930,0.017743,0.000839,1.249962
23463,0.561147,-0.034374,-1.384569,18.787504,7.783072,-6.331182,0.000005,-0.000032,-0.000007,0.000008,-0.051608,0.018506,0.001221,1.249962
23464,0.623926,-0.010230,-1.156389,0.453490,25.008417,2.582266,0.000009,0.000078,-0.000002,-0.000000,-0.051151,0.024304,0.001221,1.249962
23465,0.481381,-0.136556,-1.362023,16.084846,15.523914,-19.793003,0.000006,0.000058,0.000010,0.000001,-0.050693,0.016522,0.000687,1.249962
23466,0.503240,-0.072274,-1.483408,4.961718,20.558155,-6.867110,0.000005,-0.000005,0.000019,0.000005,-0.057712,0.016675,0.000000,0.345078
23467,0.433458,-0.034121,-1.098161,22.902319,32.428410,-7.852376,0.000006,-0.000021,0.000029,0.000007,-0.051456,0.016522,0.001335,0.347404
23468,0.441903,-0.031671,-1.242716,2.817124,12.120632,-9.698939,0.000007,0.000071,-0.000027,-0.000001,-0.052066,0.016980,0.001602,0.341873
23469,0.450017,-0.030497,-1.328915,16.326935,9.592864,-5.066446,0.000007,0.000026,-0.000138,0.000002,-0.051913,0.013776,0.000801,0.340652
23470,0.355352,-0.022427,-1.173464,9.659054,18.996668,-9.664987,0.000008,-0.000032,0.000013,0.000005,-0.050388,0.015454,0.001602,0.335274
23471,0.472062,-0.058289,-1.241391,29.910130,43.157505,-23.344053,0.000005,-0.000036,0.000029,0.000000,-0.047031,0.022626,0.001068,1.249962
23472,0.325667,0.001525,-1.221246,2.325042,6.775747,-1.225768,0.000005,-0.000003,0.000027,0.000005,-0.052066,0.017590,0.000076,1.249962
23473,0.378988,0.021638,-1.001612,-8.006434,4.727694,0.209143,0.000006,-0.000026,0.000020,0.000008,-0.051761,0.018964,0.001335,1.249962
23474,0.295612,0.004445,-1.031666,25.322081,5.991030,6.548282,0.000000,-0.000020,0.000020,0.000004,-0.052066,0.018048,0.000687,1.249962
23475,0.420765,0.070377,-1.221686,9.639311,13.289497,6.579332,0.000008,-0.000047,0.000018,0.000001,-0.050845,0.017743,0.001488,1.249962
23476,0.298611,0.067728,-1.205217,0.189836,18.950325,0.851880,0.000004,-0.000025,0.000007,0.000006,-0.052066,0.016522,0.000992,0.342789
23477,0.436810,0.047974,-1.231367,3.229566,22.165247,6.092017,0.000004,0.000035,-0.000002,0.000010,-0.051151,0.016827,0.001106,0.340118
23478,0.452959,0.083730,-1.098877,17.627129,27.666729,-3.629244,0.000008,0.000048,-0.000005,0.000008,-0.051761,0.016827,0.000877,0.342903
23479,0.564780,0.069674,-1.182240,-4.304179,18.775141,7.882823,0.000012,0.000007,-0.000002,0.000006,-0.052219,0.016675,0.000763,0.343857
23480,0.494979,0.160553,-1.215493,10.442819,20.111053,11.081499,0.000009,0.000052,-0.000002,0.000001,-0.048862,0.017590,0.000877,0.345650
23481,0.555074,0.037120,-0.987891,28.147598,37.646011,-17.842316,0.000004,0.000115,-0.000007,0.000006,-0.046725,0.017590,0.000648,1.249962
23482,0.431247,0.029231,-1.155828,8.900311,13.107452,-10.159946,0.000002,-0.000088,-0.000009,0.000005,-0.049930,0.018658,0.001030,1.249962
23483,0.427482,0.027584,-1.207354,15.942375,14.372749,-8.271276,0.000009,-0.000002,-0.000011,0.000004,-0.051608,0.017896,0.001831,1.249962
23484,0.379231,0.069670,-1.185642,10.892689,6.523650,-6.623018,0.000016,-0.000003,-0.000010,0.000005,-0.051456,0.019421,0.001564,1.249962
23485,0.460659,0.005145,-1.073220,22.801622,21.727520,-10.123519,0.000010,-0.000056,-0.000006,0.000003,-0.051456,0.017743,0.000153,1.249962
23486,0.402418,0.002437,-1.136697,9.020052,15.250851,-10.966929,0.000006,-0.000023,-0.000001,0.000004,-0.053592,0.017133,0.001144,0.344048
23487,0.436470,0.000963,-1.208193,8.014236,7.999255,-5.636043,0.000004,0.000057,-0.000001,0.000004,-0.051608,0.016370,0.000420,0.342445
23488,0.473984,-0.012448,-1.261098,15.685454,25.107704,-14.767414,0.000003,0.000093,-0.000001,0.000003,-0.051456,0.016064,0.001144,0.344505
